"","Address","Zip","List.Price","Close.Price","BRs","Bas","Half.BA","CloseDate","Date","year","month","MY","StrAddress"
"15519","301 MASSACHUSETTS AVE NW #103",20001,455000,442500,"2","1","1","3/27/15",2015-03-27,2015,3,"2015 3","301 MASSACHUSETTS AVE NW"
"15520","301 MASSACHUSETTS AVE NW #1202",20001,1200000,1185000,"2","2","0","2/13/15",2015-02-13,2015,2,"2015 2","301 MASSACHUSETTS AVE NW"
"15521","301 MASSACHUSETTS AVE NW #1204",20001,699900,694500,"2","2","0","3/11/13",2013-03-11,2013,3,"2013 3","301 MASSACHUSETTS AVE NW"
"15522","301 MASSACHUSETTS AVE NW #202",20001,465000,450000,"2","1","1","2/27/15",2015-02-27,2015,2,"2015 2","301 MASSACHUSETTS AVE NW"
"15523","301 MASSACHUSETTS AVE NW #202",20001,448900,441000,"1","1","1","3/30/12",2012-03-30,2012,3,"2012 3","301 MASSACHUSETTS AVE NW"
"15524","301 MASSACHUSETTS AVE NW #205",20001,574900,569900,"2","2","0","6/30/14",2014-06-30,2014,6,"2014 6","301 MASSACHUSETTS AVE NW"
"15525","301 MASSACHUSETTS AVE NW #207",20001,455000,450000,"2","2","0","4/30/13",2013-04-30,2013,4,"2013 4","301 MASSACHUSETTS AVE NW"
"15526","301 MASSACHUSETTS AVE NW #301",20001,575000,575000,"2","2","0","9/13/13",2013-09-13,2013,9,"2013 9","301 MASSACHUSETTS AVE NW"
"15527","301 MASSACHUSETTS AVE NW #306",20001,3e+05,282500,"1","1","0","12/28/11",2011-12-28,2011,12,"2011 12","301 MASSACHUSETTS AVE NW"
"15528","301 MASSACHUSETTS AVE NW #401",20001,549000,535000,"2","2","0","6/24/14",2014-06-24,2014,6,"2014 6","301 MASSACHUSETTS AVE NW"
"15529","301 MASSACHUSETTS AVE NW #403",20001,735000,730000,"2","2","0","9/11/14",2014-09-11,2014,9,"2014 9","301 MASSACHUSETTS AVE NW"
"15530","301 MASSACHUSETTS AVE NW #404",20001,419950,410000,"1","1","0","9/5/13",2013-09-05,2013,9,"2013 9","301 MASSACHUSETTS AVE NW"
"15531","301 MASSACHUSETTS AVE NW #405",20001,549000,557000,"2","2","0","8/29/13",2013-08-29,2013,8,"2013 8","301 MASSACHUSETTS AVE NW"
"15532","301 MASSACHUSETTS AVE NW #503",20001,729900,729900,"2","2","0","12/5/14",2014-12-05,2014,12,"2014 12","301 MASSACHUSETTS AVE NW"
"15533","301 MASSACHUSETTS AVE NW #504",20001,418000,418000,"1","1","0","3/13/14",2014-03-13,2014,3,"2014 3","301 MASSACHUSETTS AVE NW"
"15534","301 MASSACHUSETTS AVE NW #505",20001,579900,573000,"2","2","0","9/29/14",2014-09-29,2014,9,"2014 9","301 MASSACHUSETTS AVE NW"
"15535","301 MASSACHUSETTS AVE NW #506",20001,355100,339900,"1","1","0","8/27/15",2015-08-27,2015,8,"2015 8","301 MASSACHUSETTS AVE NW"
"15536","301 MASSACHUSETTS AVE NW #507",20001,449225,460000,"2","2","0","10/11/12",2012-10-11,2012,10,"2012 10","301 MASSACHUSETTS AVE NW"
"15537","301 MASSACHUSETTS AVE NW #603",20001,724900,724900,"2","2","0","9/13/13",2013-09-13,2013,9,"2013 9","301 MASSACHUSETTS AVE NW"
"15538","301 MASSACHUSETTS AVE NW #604",20001,424900,425000,"1","1","0","4/29/14",2014-04-29,2014,4,"2014 4","301 MASSACHUSETTS AVE NW"
"15539","301 MASSACHUSETTS AVE NW #607",20001,469900,469900,"2","2","0","8/26/11",2011-08-26,2011,8,"2011 8","301 MASSACHUSETTS AVE NW"
"15540","301 MASSACHUSETTS AVE NW #701",20001,575000,575000,"2","2","0","2/4/13",2013-02-04,2013,2,"2013 2","301 MASSACHUSETTS AVE NW"
"15541","301 MASSACHUSETTS AVE NW #701",20001,590000,590000,"2","2","0","2/25/15",2015-02-25,2015,2,"2015 2","301 MASSACHUSETTS AVE NW"
"15542","301 MASSACHUSETTS AVE NW #703",20001,729900,745000,"2","2","0","3/21/14",2014-03-21,2014,3,"2014 3","301 MASSACHUSETTS AVE NW"
"15543","301 MASSACHUSETTS AVE NW #704",20001,415000,415000,"1","1","0","11/22/13",2013-11-22,2013,11,"2013 11","301 MASSACHUSETTS AVE NW"
"15544","301 MASSACHUSETTS AVE NW #705",20001,499000,5e+05,"2","2","0","7/22/11",2011-07-22,2011,7,"2011 7","301 MASSACHUSETTS AVE NW"
"15545","301 MASSACHUSETTS AVE NW #706",20001,375000,385000,"1","1","0","8/26/14",2014-08-26,2014,8,"2014 8","301 MASSACHUSETTS AVE NW"
"15546","301 MASSACHUSETTS AVE NW #707",20001,469900,467500,"2","2","0","4/26/12",2012-04-26,2012,4,"2012 4","301 MASSACHUSETTS AVE NW"
"15547","301 MASSACHUSETTS AVE NW #801",20001,564000,574000,"2","2","0","5/14/12",2012-05-14,2012,5,"2012 5","301 MASSACHUSETTS AVE NW"
"15548","301 MASSACHUSETTS AVE NW #802",20001,469000,475500,"2","1","1","12/17/13",2013-12-17,2013,12,"2013 12","301 MASSACHUSETTS AVE NW"
"15549","301 MASSACHUSETTS AVE NW #804",20001,424900,425000,"1","1","0","9/18/15",2015-09-18,2015,9,"2015 9","301 MASSACHUSETTS AVE NW"
"15550","301 MASSACHUSETTS AVE NW #806",20001,380000,370000,"1","1","0","6/16/15",2015-06-16,2015,6,"2015 6","301 MASSACHUSETTS AVE NW"
"15551","301 MASSACHUSETTS AVE NW #905",20001,549000,537000,"2","2","0","9/26/14",2014-09-26,2014,9,"2014 9","301 MASSACHUSETTS AVE NW"
"15552","301 MASSACHUSETTS AVE NW #PH-1104",20001,585000,585000,"2","2","0","8/5/13",2013-08-05,2013,8,"2013 8","301 MASSACHUSETTS AVE NW"
"15553","301 R ST NW ##1",20001,549000,545000,"2","3","0","3/16/12",2012-03-16,2012,3,"2012 3","301 R ST NW"
"15554","301 R ST NW ##2",20001,529000,525000,"2","3","0","4/9/12",2012-04-09,2012,4,"2012 4","301 R ST NW"
"15555","301 R ST NW #2",20001,625000,628500,"2","3","0","6/10/14",2014-06-10,2014,6,"2014 6","301 R ST NW"
"15556","301 S ST NE",20002,575000,570000,"3","1","1","5/7/15",2015-05-07,2015,5,"2015 5","301 S ST NE"
"15557","301 SEATON PL NE #3",20002,299000,255000,"2","1","0","10/31/13",2013-10-31,2013,10,"2013 10","301 SEATON PL NE"
"15558","301 SOUTH CAROLINA AVE SE",20003,1274777,1174777,"4","3","0","2/3/12",2012-02-03,2012,2,"2012 2","301 SOUTH CAROLINA AVE SE"
"15559","301 WHITTIER ST NW #105",20012,219500,220000,"1","1","0","8/6/13",2013-08-06,2013,8,"2013 8","301 WHITTIER ST NW"
"15560","301 WHITTIER ST NW #203",20012,250000,254000,"1","1","0","11/4/14",2014-11-04,2014,11,"2014 11","301 WHITTIER ST NW"
"15561","3010 DUMBARTON ST NW",20007,1995000,1900000,"4","3","1","1/11/13",2013-01-11,2013,1,"2013 1","3010 DUMBARTON ST NW"
"15562","3010 DUMBARTON ST NW",20007,1100000,1100000,"2","2","0","9/27/11",2011-09-27,2011,9,"2011 9","3010 DUMBARTON ST NW"
"15563","3010 FOXHALL RD NW",20016,3395000,3400000,"7","5","1","8/11/15",2015-08-11,2015,8,"2015 8","3010 FOXHALL RD NW"
"15564","3010 WISCONSIN AVE NW #102",20016,415000,412000,"2","2","0","5/29/15",2015-05-29,2015,5,"2015 5","3010 WISCONSIN AVE NW"
"15565","3010 WISCONSIN AVE NW #111",20016,299000,3e+05,"1","1","0","8/14/15",2015-08-14,2015,8,"2015 8","3010 WISCONSIN AVE NW"
"15566","3010 WISCONSIN AVE NW #301",20016,314900,314900,"1","1","0","5/1/15",2015-05-01,2015,5,"2015 5","3010 WISCONSIN AVE NW"
"15567","3010 WISCONSIN AVE NW #307",20016,260000,245000,"1","1","0","3/12/15",2015-03-12,2015,3,"2015 3","3010 WISCONSIN AVE NW"
"15568","3010 WISCONSIN AVE NW #309",20016,249900,249900,"1","1","0","11/20/14",2014-11-20,2014,11,"2014 11","3010 WISCONSIN AVE NW"
"15569","3010 WISCONSIN AVE NW #310",20016,439900,429000,"2","2","0","4/15/14",2014-04-15,2014,4,"2014 4","3010 WISCONSIN AVE NW"
"15570","3010 WISCONSIN AVE NW #403",20016,3e+05,297000,"1","1","0","10/25/13",2013-10-25,2013,10,"2013 10","3010 WISCONSIN AVE NW"
"15571","3010 WISCONSIN AVE NW #B10",20016,385000,390000,"2","2","0","7/30/14",2014-07-30,2014,7,"2014 7","3010 WISCONSIN AVE NW"
"15572","3010 WISCONSIN AVE NW #B3",20016,249900,249900,"0","1","0","2/20/15",2015-02-20,2015,2,"2015 2","3010 WISCONSIN AVE NW"
"15573","3011 13TH ST NW",20009,749500,805000,"4","3","1","4/27/12",2012-04-27,2012,4,"2012 4","3011 13TH ST NW"
"15574","3011 13TH ST NW",20009,1029000,1080000,"4","3","1","6/24/14",2014-06-24,2014,6,"2014 6","3011 13TH ST NW"
"15575","3011 34TH ST NW",20008,1325000,1225000,"4","3","1","6/10/15",2015-06-10,2015,6,"2015 6","3011 34TH ST NW"
"15576","3011 DUMBARTON ST NW",20007,1280000,1285000,"3","2","1","4/10/13",2013-04-10,2013,4,"2013 4","3011 DUMBARTON ST NW"
"15577","3011 DUMBARTON ST NW",20007,1349000,1324500,"3","2","1","12/1/14",2014-12-01,2014,12,"2014 12","3011 DUMBARTON ST NW"
"15578","3011 DUMBARTON ST NW",20007,1295000,1200000,"3","2","1","5/10/11",2011-05-10,2011,5,"2011 5","3011 DUMBARTON ST NW"
"15579","3011 P ST NW",20007,2285000,2285000,"3","3","1","7/24/13",2013-07-24,2013,7,"2013 7","3011 P ST NW"
"15580","3011 WARDER ST NW",20001,399900,375000,"3","2","0","7/13/12",2012-07-13,2012,7,"2012 7","3011 WARDER ST NW"
"15581","3012 R ST NW #1/2",20007,749900,749900,"2","1","1","4/21/15",2015-04-21,2015,4,"2015 4","3012 R ST NW"
"15582","3012 R ST NW #1/2",20007,699000,699000,"2","1","0","3/31/14",2014-03-31,2014,3,"2014 3","3012 R ST NW"
"15583","3012 R ST NW #1/2",20007,679900,679900,"2","1","0","9/16/13",2013-09-16,2013,9,"2013 9","3012 R ST NW"
"15584","3012 RODMAN ST NW",20008,1159000,1135000,"4","3","1","8/16/12",2012-08-16,2012,8,"2012 8","3012 RODMAN ST NW"
"15585","3012 SHERMAN AVE NW",20001,250000,250000,"3","1","0","6/24/13",2013-06-24,2013,6,"2013 6","3012 SHERMAN AVE NW"
"15586","3012 WARDER ST NW",20001,599900,610000,"2","3","0","9/18/13",2013-09-18,2013,9,"2013 9","3012 WARDER ST NW"
"15587","3013 11TH ST NW #3",20001,409900,402000,"2","1","0","11/21/11",2011-11-21,2011,11,"2011 11","3013 11TH ST NW"
"15588","3013 13TH ST NW",20009,6e+05,6e+05,"4","1","0","5/20/15",2015-05-20,2015,5,"2015 5","3013 13TH ST NW"
"15589","3013 15TH ST NE",20017,539900,572000,"3","2","0","6/11/15",2015-06-11,2015,6,"2015 6","3013 15TH ST NE"
"15590","3013 20TH ST NE",20018,260000,276000,"3","2","0","12/10/13",2013-12-10,2013,12,"2013 12","3013 20TH ST NE"
"15591","3013 CLEVELAND AVE NW",20008,1350000,1345000,"4","3","1","5/30/14",2014-05-30,2014,5,"2014 5","3013 CLEVELAND AVE NW"
"15592","3013 CLINTON ST NE",20018,349900,349900,"4","2","0","1/31/14",2014-01-31,2014,1,"2014 1","3013 CLINTON ST NE"
"15593","3013 P ST NW",20007,2295000,2e+06,"3","3","1","12/29/11",2011-12-29,2011,12,"2011 12","3013 P ST NW"
"15594","3013 P ST NW",20007,3200000,3e+06,"3","3","1","6/24/15",2015-06-24,2015,6,"2015 6","3013 P ST NW"
"15595","3014 DAKOTA AVE NE",20018,225000,220000,"2","1","0","7/27/12",2012-07-27,2012,7,"2012 7","3014 DAKOTA AVE NE"
"15596","3014 DENT PL NW #32E",20007,589000,589000,"2","1","1","4/14/14",2014-04-14,2014,4,"2014 4","3014 DENT PL NW"
"15597","3014 DENT PL NW #6E",20007,304000,306500,"1","1","0","3/2/12",2012-03-02,2012,3,"2012 3","3014 DENT PL NW"
"15598","3014 SHERMAN AVE NW",20001,389000,375000,"4","2","0","8/15/13",2013-08-15,2013,8,"2013 8","3014 SHERMAN AVE NW"
"15599","3014 VISTA ST NE",20018,240000,210000,"2","1","0","3/19/13",2013-03-19,2013,3,"2013 3","3014 VISTA ST NE"
"15600","3014 WARDER ST NW",20001,549990,539900,"2","2","0","11/18/13",2013-11-18,2013,11,"2013 11","3014 WARDER ST NW"
"15601","3014 WOODLAND DR NW",20008,3195000,3025000,"5","4","1","5/11/12",2012-05-11,2012,5,"2012 5","3014 WOODLAND DR NW"
"15602","3015 16TH ST NE",20018,950000,9e+05,"4","4","1","9/15/15",2015-09-15,2015,9,"2015 9","3015 16TH ST NE"
"15603","3015 CAMBRIDGE PL NW",20007,1395000,1400000,"5","2","1","6/27/12",2012-06-27,2012,6,"2012 6","3015 CAMBRIDGE PL NW"
"15604","3015 HAWTHORNE DR NE #3015",20017,305000,310000,"2","2","1","1/17/15",2015-01-17,2015,1,"2015 1","3015 HAWTHORNE DR NE"
"15605","3015 OLIVER ST NW",20015,879000,890000,"3","2","1","7/21/14",2014-07-21,2014,7,"2014 7","3015 OLIVER ST NW"
"15606","3015 P ST NW",20007,2499000,2475000,"4","3","1","1/6/12",2012-01-06,2012,1,"2012 1","3015 P ST NW"
"15607","3015 P ST NW",20007,2995000,2900000,"4","3","1","9/10/15",2015-09-10,2015,9,"2015 9","3015 P ST NW"
"15608","3015 WARDER ST NW",20001,5e+05,460000,"4","2","0","9/12/14",2014-09-12,2014,9,"2014 9","3015 WARDER ST NW"
"15609","3015 WARDER ST NW #1",20001,699900,682000,"4","3","0","6/5/15",2015-06-05,2015,6,"2015 6","3015 WARDER ST NW"
"15610","3015 WARDER ST NW #2",20001,799900,792000,"4","3","0","5/29/15",2015-05-29,2015,5,"2015 5","3015 WARDER ST NW"
"15611","3016 TILDEN ST NW #101",20008,549000,549000,"2","2","0","7/3/13",2013-07-03,2013,7,"2013 7","3016 TILDEN ST NW"
"15612","3016 TILDEN ST NW #201",20008,650000,655000,"3","2","0","12/29/14",2014-12-29,2014,12,"2014 12","3016 TILDEN ST NW"
"15613","3016 TILDEN ST NW #202",20008,528998,515000,"2","2","0","5/20/11",2011-05-20,2011,5,"2011 5","3016 TILDEN ST NW"
"15614","3016 TILDEN ST NW #203",20008,485000,480000,"2","1","0","12/27/12",2012-12-27,2012,12,"2012 12","3016 TILDEN ST NW"
"15615","3016 TILDEN ST NW #302",20008,490000,485000,"2","1","1","12/6/12",2012-12-06,2012,12,"2012 12","3016 TILDEN ST NW"
"15616","3016 TILDEN ST NW #403",20008,479000,457000,"2","1","0","3/1/12",2012-03-01,2012,3,"2012 3","3016 TILDEN ST NW"
"15617","3016 TILDEN ST NW #503",20008,474000,474000,"2","1","0","8/9/11",2011-08-09,2011,8,"2011 8","3016 TILDEN ST NW"
"15618","3017 26TH ST NE",20018,429000,429000,"3","1","0","12/3/14",2014-12-03,2014,12,"2014 12","3017 26TH ST NE"
"15619","3017 26TH ST NE",20018,699000,685000,"5","3","0","6/29/15",2015-06-29,2015,6,"2015 6","3017 26TH ST NE"
"15620","3017 CLEVELAND AVE NW",20008,1089000,1080000,"3","3","2","11/18/13",2013-11-18,2013,11,"2013 11","3017 CLEVELAND AVE NW"
"15621","3017 OREGON KNOLLS DR NW",20015,1149000,1130000,"4","3","1","1/15/15",2015-01-15,2015,1,"2015 1","3017 OREGON KNOLLS DR NW"
"15622","3017 WARDER ST NW",20001,645000,625000,"3","3","0","12/5/14",2014-12-05,2014,12,"2014 12","3017 WARDER ST NW"
"15623","3018 ARIZONA AVE NW",20016,1050000,1025000,"4","3","0","1/17/14",2014-01-17,2014,1,"2014 1","3018 ARIZONA AVE NW"
"15624","3018 O ST NW",20007,2150000,1925000,"3","4","1","3/28/13",2013-03-28,2013,3,"2013 3","3018 O ST NW"
"15625","3018 PORTER ST NW #102",20008,299555,285000,"1","1","0","7/20/12",2012-07-20,2012,7,"2012 7","3018 PORTER ST NW"
"15626","3018 PORTER ST NW #203",20008,285000,285000,"1","1","0","3/20/15",2015-03-20,2015,3,"2015 3","3018 PORTER ST NW"
"15627","3018 PORTER ST NW #203",20008,289900,269500,"1","1","0","9/27/12",2012-09-27,2012,9,"2012 9","3018 PORTER ST NW"
"15628","3018 PORTER ST NW #204",20008,349555,340000,"2","1","0","7/26/11",2011-07-26,2011,7,"2011 7","3018 PORTER ST NW"
"15629","3018 PORTER ST NW #302",20008,379000,385750,"2","1","0","8/13/15",2015-08-13,2015,8,"2015 8","3018 PORTER ST NW"
"15630","3018 R ST NW #1/2",20007,849750,760000,"3","2","1","5/25/11",2011-05-25,2011,5,"2011 5","3018 R ST NW"
"15631","3019 DENT PL NW",20007,1195950,1060000,"4","3","0","7/17/12",2012-07-17,2012,7,"2012 7","3019 DENT PL NW"
"15632","3019 SHERMAN AVE NW",20001,449000,461000,"2","1","0","5/17/13",2013-05-17,2013,5,"2013 5","3019 SHERMAN AVE NW"
"15633","302 OKLAHOMA AVE NE #201",20002,79900,82500,"1","1","0","7/15/11",2011-07-15,2011,7,"2011 7","302 OKLAHOMA AVE NE"
"15634","302 OKLAHOMA AVE NE #202",20002,219900,219900,"1","1","0","8/13/14",2014-08-13,2014,8,"2014 8","302 OKLAHOMA AVE NE"
"15635","302 OKLAHOMA AVE NE #302",20002,199900,222000,"1","1","0","8/8/14",2014-08-08,2014,8,"2014 8","302 OKLAHOMA AVE NE"
"15636","302 TENNESSEE AVE NE",20002,638500,638500,"3","3","0","1/9/12",2012-01-09,2012,1,"2012 1","302 TENNESSEE AVE NE"
"15637","302 TODD PL NE #1",20002,297250,295000,"2","1","0","4/30/13",2013-04-30,2013,4,"2013 4","302 TODD PL NE"
"15638","302 TODD PL NE #2",20002,264750,272750,"2","1","0","1/10/13",2013-01-10,2013,1,"2013 1","302 TODD PL NE"
"15639","302 TODD PL NE #4",20002,269850,266770,"2","1","0","12/28/12",2012-12-28,2012,12,"2012 12","302 TODD PL NE"
"15640","3020 CAMBRIDGE PL NW",20007,1999000,1950000,"4","3","1","7/15/15",2015-07-15,2015,7,"2015 7","3020 CAMBRIDGE PL NW"
"15641","3020 DENT PL NW #16W",20007,449900,440000,"1","1","0","8/28/15",2015-08-28,2015,8,"2015 8","3020 DENT PL NW"
"15642","3020 DENT PL NW #16W",20007,420000,420000,"1","1","0","9/24/13",2013-09-24,2013,9,"2013 9","3020 DENT PL NW"
"15643","3020 DENT PL NW #20W",20007,449900,445000,"2","1","0","5/23/11",2011-05-23,2011,5,"2011 5","3020 DENT PL NW"
"15644","3020 DENT PL NW #26W",20007,425000,425000,"1","1","0","10/18/12",2012-10-18,2012,10,"2012 10","3020 DENT PL NW"
"15645","3020 DENT PL NW #30W",20007,565000,560000,"2","1","0","9/22/15",2015-09-22,2015,9,"2015 9","3020 DENT PL NW"
"15646","3020 DENT PL NW #36W",20007,430000,431000,"1","1","0","7/19/13",2013-07-19,2013,7,"2013 7","3020 DENT PL NW"
"15647","3020 DENT PL NW #42W",20007,530000,517000,"2","1","1","12/21/11",2011-12-21,2011,12,"2011 12","3020 DENT PL NW"
"15648","3020 DENT PL NW #6W",20007,329000,3e+05,"1","1","0","9/23/15",2015-09-23,2015,9,"2015 9","3020 DENT PL NW"
"15649","3020 DUMBARTON ST NW",20007,3495000,3150000,"5","4","1","8/26/11",2011-08-26,2011,8,"2011 8","3020 DUMBARTON ST NW"
"15650","3020 PORTER ST NW ##201",20008,299900,295000,"1","1","0","10/30/13",2013-10-30,2013,10,"2013 10","3020 PORTER ST NW"
"15651","3020 PORTER ST NW #104",20008,349000,344500,"2","1","0","5/31/12",2012-05-31,2012,5,"2012 5","3020 PORTER ST NW"
"15652","3020 PORTER ST NW #203",20008,290000,287000,"1","1","0","1/30/15",2015-01-30,2015,1,"2015 1","3020 PORTER ST NW"
"15653","3020 PORTER ST NW #301",20008,309000,302500,"1","1","0","6/7/11",2011-06-07,2011,6,"2011 6","3020 PORTER ST NW"
"15654","3020 TILDEN ST NW #1",20008,270000,270000,"1","1","0","8/20/14",2014-08-20,2014,8,"2014 8","3020 TILDEN ST NW"
"15655","3020 TILDEN ST NW #101",20008,599000,606000,"2","2","0","4/21/15",2015-04-21,2015,4,"2015 4","3020 TILDEN ST NW"
"15656","3020 TILDEN ST NW #201",20008,675000,675000,"3","2","0","7/24/12",2012-07-24,2012,7,"2012 7","3020 TILDEN ST NW"
"15657","3020 TILDEN ST NW #201",20008,685000,698250,"3","2","0","11/17/14",2014-11-17,2014,11,"2014 11","3020 TILDEN ST NW"
"15658","3020 TILDEN ST NW #203",20008,475000,475000,"2","1","0","11/21/14",2014-11-21,2014,11,"2014 11","3020 TILDEN ST NW"
"15659","3020 TILDEN ST NW #204",20008,589000,580000,"2","1","1","7/22/15",2015-07-22,2015,7,"2015 7","3020 TILDEN ST NW"
"15660","3020 TILDEN ST NW #204",20008,529000,529000,"2","1","1","5/30/12",2012-05-30,2012,5,"2012 5","3020 TILDEN ST NW"
"15661","3020 TILDEN ST NW #301",20008,590000,610000,"3","2","0","6/16/14",2014-06-16,2014,6,"2014 6","3020 TILDEN ST NW"
"15662","3020 TILDEN ST NW #304",20008,575000,575000,"2","2","0","10/11/13",2013-10-11,2013,10,"2013 10","3020 TILDEN ST NW"
"15663","3020 TILDEN ST NW #404",20008,550000,549500,"2","1","1","11/21/13",2013-11-21,2013,11,"2013 11","3020 TILDEN ST NW"
"15664","3020 Tilden ST NW #103",20008,499900,499900,"4","2","0","3/4/14",2014-03-04,2014,3,"2014 3","3020 Tilden ST NW"
"15665","3021 11TH ST NW",20001,681000,681000,"4","3","0","12/16/13",2013-12-16,2013,12,"2013 12","3021 11TH ST NW"
"15666","3021 CATHEDRAL AVE NW",20008,1499000,1485000,"6","3","2","1/30/12",2012-01-30,2012,1,"2012 1","3021 CATHEDRAL AVE NW"
"15667","3021 CLEVELAND AVE NW",20008,1250000,1250000,"3","3","1","8/21/15",2015-08-21,2015,8,"2015 8","3021 CLEVELAND AVE NW"
"15668","3021 CLINTON ST NE",20018,219000,184000,"3","2","0","10/19/11",2011-10-19,2011,10,"2011 10","3021 CLINTON ST NE"
"15669","3021 DENT PL NW",20007,1100000,1100000,"3","3","0","3/29/12",2012-03-29,2012,3,"2012 3","3021 DENT PL NW"
"15670","3021 NEWARK ST NW",20008,2195000,2026000,"6","4","1","9/18/15",2015-09-18,2015,9,"2015 9","3021 NEWARK ST NW"
"15671","3021 O ST NW",20007,1495000,1480000,"3","3","1","6/15/12",2012-06-15,2012,6,"2012 6","3021 O ST NW"
"15672","3021 P ST NW",20007,2995000,2925000,"4","3","1","2/4/15",2015-02-04,2015,2,"2015 2","3021 P ST NW"
"15673","3021 Q ST NW",20007,3995000,3400000,"8","5","1","1/15/14",2014-01-15,2014,1,"2014 1","3021 Q ST NW"
"15674","3021 SHERMAN AVE NW",20001,3e+05,3e+05,"2","1","0","8/30/13",2013-08-30,2013,8,"2013 8","3021 SHERMAN AVE NW"
"15675","3022 CHANNING ST NE",20018,324900,335000,"3","1","0","7/12/13",2013-07-12,2013,7,"2013 7","3022 CHANNING ST NE"
"15676","3022 PORTER ST NW #102",20008,309000,309000,"1","1","0","5/31/13",2013-05-31,2013,5,"2013 5","3022 PORTER ST NW"
"15677","3022 PORTER ST NW #104",20008,329000,329000,"2","1","0","4/12/13",2013-04-12,2013,4,"2013 4","3022 PORTER ST NW"
"15678","3022 PORTER ST NW #202",20008,369000,375000,"2","1","0","12/16/14",2014-12-16,2014,12,"2014 12","3022 PORTER ST NW"
"15679","3022 PORTER ST NW #202",20008,340000,340000,"2","1","0","7/8/13",2013-07-08,2013,7,"2013 7","3022 PORTER ST NW"
"15680","3022 PORTER ST NW #204",20008,329000,340417,"2","1","0","8/5/13",2013-08-05,2013,8,"2013 8","3022 PORTER ST NW"
"15681","3022 PORTER ST NW #302",20008,349000,351000,"2","1","0","7/2/13",2013-07-02,2013,7,"2013 7","3022 PORTER ST NW"
"15682","3022 VISTA ST NE",20018,349900,355000,"3","2","0","12/20/13",2013-12-20,2013,12,"2013 12","3022 VISTA ST NE"
"15683","3022 VISTA ST NE",20018,320000,321000,"3","1","1","5/6/13",2013-05-06,2013,5,"2013 5","3022 VISTA ST NE"
"15684","3022 WISCONSIN AVE NW #102",20016,409900,415000,"2","1","0","9/16/15",2015-09-16,2015,9,"2015 9","3022 WISCONSIN AVE NW"
"15685","3022 WISCONSIN AVE NW #201",20016,439900,429500,"2","1","0","4/28/15",2015-04-28,2015,4,"2015 4","3022 WISCONSIN AVE NW"
"15686","3022 WISCONSIN AVE NW #B14",20016,299900,297900,"1","1","0","6/6/14",2014-06-06,2014,6,"2014 6","3022 WISCONSIN AVE NW"
"15687","3023 44TH ST NW",20016,1475000,1400000,"3","3","0","7/28/14",2014-07-28,2014,7,"2014 7","3023 44TH ST NW"
"15688","3023 P ST NW",20007,2495000,2375000,"4","3","2","3/31/14",2014-03-31,2014,3,"2014 3","3023 P ST NW"
"15689","3023 Q ST NW",20007,4400000,3975000,"7","5","1","2/12/14",2014-02-12,2014,2,"2014 2","3023 Q ST NW"
"15690","3024 CAMBRIDGE PL NW",20007,2095000,2050000,"4","3","0","7/10/15",2015-07-10,2015,7,"2015 7","3024 CAMBRIDGE PL NW"
"15691","3024 CAMBRIDGE PL NW",20007,1750000,1650000,"4","3","0","9/3/13",2013-09-03,2013,9,"2013 9","3024 CAMBRIDGE PL NW"
"15692","3024 PORTER ST NW #101",20008,299000,287000,"1","1","0","2/28/13",2013-02-28,2013,2,"2013 2","3024 PORTER ST NW"
"15693","3024 PORTER ST NW #201",20008,349000,349000,"2","1","0","8/8/14",2014-08-08,2014,8,"2014 8","3024 PORTER ST NW"
"15694","3024 PORTER ST NW #302",20008,344000,344000,"2","1","0","11/13/13",2013-11-13,2013,11,"2013 11","3024 PORTER ST NW"
"15695","3024 PORTER ST NW #303",20008,289000,284000,"1","1","0","6/12/15",2015-06-12,2015,6,"2015 6","3024 PORTER ST NW"
"15696","3024 PORTER ST NW #304",20008,334900,334900,"1","1","0","8/15/13",2013-08-15,2013,8,"2013 8","3024 PORTER ST NW"
"15697","3024 Q ST SE",20020,365000,350000,"3","1","0","3/12/14",2014-03-12,2014,3,"2014 3","3024 Q ST SE"
"15698","3024 R ST NW #2",20007,510000,501000,"2","1","0","11/16/12",2012-11-16,2012,11,"2012 11","3024 R ST NW"
"15699","3024 RODMAN ST NW",20008,725000,755100,"3","2","1","11/29/12",2012-11-29,2012,11,"2012 11","3024 RODMAN ST NW"
"15700","3024 TILDEN ST NW #101-C",20008,499000,499000,"2","2","0","3/26/13",2013-03-26,2013,3,"2013 3","3024 TILDEN ST NW"
"15701","3024 TILDEN ST NW #203",20008,665000,715000,"3","2","1","10/11/13",2013-10-11,2013,10,"2013 10","3024 TILDEN ST NW"
"15702","3024 TILDEN ST NW #303-C",20008,750000,835000,"4","3","0","5/8/15",2015-05-08,2015,5,"2015 5","3024 TILDEN ST NW"
"15703","3024 TILDEN ST NW #304",20008,349000,335000,"1","1","0","4/2/12",2012-04-02,2012,4,"2012 4","3024 TILDEN ST NW"
"15704","3024 TILDEN ST NW #304",20008,357000,350000,"1","1","0","3/17/14",2014-03-17,2014,3,"2014 3","3024 TILDEN ST NW"
"15705","3024 TILDEN ST NW #401",20008,575000,550000,"3","2","0","12/28/12",2012-12-28,2012,12,"2012 12","3024 TILDEN ST NW"
