"","Address","Zip","List.Price","Close.Price","BRs","Bas","Half.BA","CloseDate","Date","year","month","MY","StrAddress"
"575","1025 1ST ST SE #303",20003,434000,440000,"1","1","0","5/10/13",2013-05-10,2013,5,"2013 5","1025 1ST ST SE"
"576","1025 1ST ST SE #305",20003,599900,580000,"2","2","0","12/21/12",2012-12-21,2012,12,"2012 12","1025 1ST ST SE"
"577","1025 1ST ST SE #306",20003,560900,550000,"2","2","0","2/13/13",2013-02-13,2013,2,"2013 2","1025 1ST ST SE"
"578","1025 1ST ST SE #312",20003,559900,544000,"1","2","0","8/31/15",2015-08-31,2015,8,"2015 8","1025 1ST ST SE"
"579","1025 1ST ST SE #314",20003,425000,399999,"1","1","0","4/15/13",2013-04-15,2013,4,"2013 4","1025 1ST ST SE"
"580","1025 1ST ST SE #314",20003,439900,4e+05,"1","1","0","4/2/14",2014-04-02,2014,4,"2014 4","1025 1ST ST SE"
"581","1025 1ST ST SE #404",20003,434900,435000,"1","1","0","5/31/13",2013-05-31,2013,5,"2013 5","1025 1ST ST SE"
"582","1025 1ST ST SE #409",20003,545000,545000,"1","2","0","9/12/14",2014-09-12,2014,9,"2014 9","1025 1ST ST SE"
"583","1025 1ST ST SE #413",20003,688900,683900,"2","2","0","6/19/13",2013-06-19,2013,6,"2013 6","1025 1ST ST SE"
"584","1025 1ST ST SE #415",20003,564900,564900,"2","2","0","5/1/14",2014-05-01,2014,5,"2014 5","1025 1ST ST SE"
"585","1025 1ST ST SE #510",20003,554900,574300,"1","2","0","12/1/14",2014-12-01,2014,12,"2014 12","1025 1ST ST SE"
"586","1025 1ST ST SE #513",20003,829000,795000,"2","2","0","9/10/15",2015-09-10,2015,9,"2015 9","1025 1ST ST SE"
"587","1025 1ST ST SE #605",20003,605000,605000,"2","2","0","9/17/14",2014-09-17,2014,9,"2014 9","1025 1ST ST SE"
"588","1025 1ST ST SE #609",20003,469900,475000,"2","2","0","6/19/12",2012-06-19,2012,6,"2012 6","1025 1ST ST SE"
"589","1025 1ST ST SE #610",20003,483900,475000,"1","1","0","6/20/12",2012-06-20,2012,6,"2012 6","1025 1ST ST SE"
"590","1025 1ST ST SE #612",20003,580000,585000,"1","2","0","3/27/15",2015-03-27,2015,3,"2015 3","1025 1ST ST SE"
"591","1025 1ST ST SE #615",20003,579000,595300,"2","2","0","7/25/14",2014-07-25,2014,7,"2014 7","1025 1ST ST SE"
"592","1025 1ST ST SE #616",20003,524900,540000,"2","2","0","3/21/13",2013-03-21,2013,3,"2013 3","1025 1ST ST SE"
"593","1025 1ST ST SE #708",20003,349900,364000,"0","1","0","7/17/15",2015-07-17,2015,7,"2015 7","1025 1ST ST SE"
"594","1025 1ST ST SE #712",20003,595000,590000,"1","2","0","4/20/15",2015-04-20,2015,4,"2015 4","1025 1ST ST SE"
"595","1025 1ST ST SE #716",20003,529900,544000,"2","2","0","6/17/13",2013-06-17,2013,6,"2013 6","1025 1ST ST SE"
"596","1025 1ST ST SE #808",20003,352900,352900,"0","1","0","6/23/15",2015-06-23,2015,6,"2015 6","1025 1ST ST SE"
"597","1025 1ST ST SE #810",20003,491900,507900,"1","2","0","10/6/12",2012-10-06,2012,10,"2012 10","1025 1ST ST SE"
"598","1025 1ST ST SE #902",20003,424500,428000,"1","1","0","4/17/15",2015-04-17,2015,4,"2015 4","1025 1ST ST SE"
"599","1025 1ST ST SE #904",20003,440000,440000,"1","1","0","8/12/13",2013-08-12,2013,8,"2013 8","1025 1ST ST SE"
"600","1025 1ST ST SE #910",20003,495900,525900,"1","2","0","5/10/13",2013-05-10,2013,5,"2013 5","1025 1ST ST SE"
"601","1025 1ST ST SE #912",20003,549900,574900,"2","2","0","8/29/14",2014-08-29,2014,8,"2014 8","1025 1ST ST SE"
"602","1025 1ST ST SE #912",20003,478000,478000,"1","1","0","1/10/12",2012-01-10,2012,1,"2012 1","1025 1ST ST SE"
"603","1025 1ST ST SE #913",20003,755900,755900,"2","2","0","5/24/13",2013-05-24,2013,5,"2013 5","1025 1ST ST SE"
"604","1025 49TH ST NE",20019,185000,185000,"2","1","0","2/28/14",2014-02-28,2014,2,"2014 2","1025 49TH ST NE"
"605","1025 7TH ST NE",20002,435000,410000,"4","2","1","11/2/11",2011-11-02,2011,11,"2011 11","1025 7TH ST NE"
"606","1025 CECIL PL NW",20007,724900,680000,"2","1","1","6/30/14",2014-06-30,2014,6,"2014 6","1025 CECIL PL NW"
"607","1025 FIRST ST SE #1408",20003,299900,297835,"0","1","0","11/17/11",2011-11-17,2011,11,"2011 11","1025 FIRST ST SE"
"608","1025 FIRST ST SE #415",20003,455900,471900,"2","2","0","9/30/11",2011-09-30,2011,9,"2011 9","1025 FIRST ST SE"
"609","1025 FIRST ST SE #901",20003,395900,395900,"1","1","0","4/20/12",2012-04-20,2012,4,"2012 4","1025 FIRST ST SE"
"610","1025 FIRST ST SE #903",20003,382900,382900,"1","1","0","2/29/12",2012-02-29,2012,2,"2012 2","1025 FIRST ST SE"
"611","1025 FLORIDA AVE NE",20002,499900,494900,"3","3","1","3/26/12",2012-03-26,2012,3,"2012 3","1025 FLORIDA AVE NE"
"612","1025 FLORIDA AVE NE",20002,299990,265000,"3","1","0","11/15/11",2011-11-15,2011,11,"2011 11","1025 FLORIDA AVE NE"
"613","1026 16TH ST NW #205",20036,549900,539000,"3","2","0","3/2/12",2012-03-02,2012,3,"2012 3","1026 16TH ST NW"
"614","1026 16TH ST NW #401",20036,799900,760000,"2","1","1","7/31/15",2015-07-31,2015,7,"2015 7","1026 16TH ST NW"
"615","1026 16TH ST NW #405",20036,475000,465000,"1","1","0","9/30/15",2015-09-30,2015,9,"2015 9","1026 16TH ST NW"
"616","1026 16TH ST NW #605",20036,445000,415000,"1","1","0","5/18/12",2012-05-18,2012,5,"2012 5","1026 16TH ST NW"
"617","1026 16TH ST NW #702",20036,819000,819000,"2","2","0","6/18/12",2012-06-18,2012,6,"2012 6","1026 16TH ST NW"
"618","1026 16TH ST NW #805",20036,999000,990000,"3","3","0","4/30/14",2014-04-30,2014,4,"2014 4","1026 16TH ST NW"
"619","1026 7TH ST NE",20002,699900,690000,"4","3","1","12/14/11",2011-12-14,2011,12,"2011 12","1026 7TH ST NE"
"620","1026 8TH ST NE",20002,549900,681000,"4","2","1","5/27/15",2015-05-27,2015,5,"2015 5","1026 8TH ST NE"
"621","1026 GIRARD ST NE",20017,395000,415000,"3","3","1","7/18/12",2012-07-18,2012,7,"2012 7","1026 GIRARD ST NE"
"622","1026 OTIS ST NE",20017,260000,395000,"3","1","2","12/8/14",2014-12-08,2014,12,"2014 12","1026 OTIS ST NE"
"623","1026 PAPER MILL CT NW #1026",20007,559000,540000,"2","1","1","8/2/11",2011-08-02,2011,8,"2011 8","1026 PAPER MILL CT NW"
"624","1026 PAPER MILL CT NW #1026",20007,675000,670000,"2","1","1","7/31/15",2015-07-31,2015,7,"2015 7","1026 PAPER MILL CT NW"
"625","1026 PERRY ST NE",20017,799990,790000,"4","3","1","9/18/15",2015-09-18,2015,9,"2015 9","1026 PERRY ST NE"
"626","1026 QUEBEC PL NW",20010,370000,312500,"4","1","1","12/9/11",2011-12-09,2011,12,"2011 12","1026 QUEBEC PL NW"
"627","1026 QUEBEC PL NW",20010,499000,499000,"3","1","2","5/8/12",2012-05-08,2012,5,"2012 5","1026 QUEBEC PL NW"
"628","1027 31ST ST NW",20007,695000,697000,"2","1","0","5/10/13",2013-05-10,2013,5,"2013 5","1027 31ST ST NW"
"629","1027 7TH ST NE",20002,749900,760000,"4","2","1","1/15/15",2015-01-15,2015,1,"2015 1","1027 7TH ST NE"
"630","1028 7TH ST NE",20002,739900,739900,"4","3","1","11/22/11",2011-11-22,2011,11,"2011 11","1028 7TH ST NE"
"631","1029 6TH ST NE",20002,649900,640000,"4","2","1","1/16/14",2014-01-16,2014,1,"2014 1","1029 6TH ST NE"
"632","1029 EUCLID ST NW",20001,799000,786000,"3","3","1","7/27/15",2015-07-27,2015,7,"2015 7","1029 EUCLID ST NW"
"633","1029 PERRY ST NE #1",20017,179878,179878,"1","1","0","8/29/14",2014-08-29,2014,8,"2014 8","1029 PERRY ST NE"
"634","1029 PERRY ST NE #103",20017,150317,150317,"0","1","0","8/29/14",2014-08-29,2014,8,"2014 8","1029 PERRY ST NE"
"635","1029 PERRY ST NE #304",20017,191378,191378,"1","1","0","6/19/13",2013-06-19,2013,6,"2013 6","1029 PERRY ST NE"
"636","103 11TH ST SE #A1",20003,850000,819000,"2","2","1","7/10/14",2014-07-10,2014,7,"2014 7","103 11TH ST SE"
"637","103 17TH ST SE",20003,475000,480000,"2","1","0","6/11/13",2013-06-11,2013,6,"2013 6","103 17TH ST SE"
"638","103 2ND ST NE #103B",20002,319000,319000,"1","1","0","6/4/12",2012-06-04,2012,6,"2012 6","103 2ND ST NE"
"639","103 2ND ST NE #103B",20002,359000,359000,"1","1","0","10/30/14",2014-10-30,2014,10,"2014 10","103 2ND ST NE"
"640","103 8TH ST SE",20003,1100000,1100000,"4","3","1","9/28/14",2014-09-28,2014,9,"2014 9","103 8TH ST SE"
"641","103 LONGFELLOW ST NW",20011,280000,230000,"5","3","0","4/5/12",2012-04-05,2012,4,"2012 4","103 LONGFELLOW ST NW"
"642","103 LONGFELLOW ST NW",20011,349000,359000,"7","3","0","7/12/12",2012-07-12,2012,7,"2012 7","103 LONGFELLOW ST NW"
"643","103 WEBSTER ST NE",20011,379900,379900,"4","3","1","9/28/11",2011-09-28,2011,9,"2011 9","103 WEBSTER ST NE"
"644","1030 29TH ST NW",20007,709500,670000,"2","1","1","2/29/12",2012-02-29,2012,2,"2012 2","1030 29TH ST NW"
"645","1030 BURNS ST SE",20019,299888,299888,"4","2","0","1/16/15",2015-01-16,2015,1,"2015 1","1030 BURNS ST SE"
"646","1030 FAIRMONT ST NW #101",20001,274900,265000,"1","1","0","11/15/13",2013-11-15,2013,11,"2013 11","1030 FAIRMONT ST NW"
"647","1030 FAIRMONT ST NW #102",20001,310000,310000,"2","1","0","9/25/13",2013-09-25,2013,9,"2013 9","1030 FAIRMONT ST NW"
"648","1030 FAIRMONT ST NW #204",20001,325000,342000,"2","1","0","4/10/13",2013-04-10,2013,4,"2013 4","1030 FAIRMONT ST NW"
"649","1030 GIRARD ST NE",20017,399900,418000,"4","2","1","1/18/13",2013-01-18,2013,1,"2013 1","1030 GIRARD ST NE"
"650","1030 PAPER MILL CT NW #1030",20007,605000,595000,"2","1","1","12/28/12",2012-12-28,2012,12,"2012 12","1030 PAPER MILL CT NW"
"651","1030 PAPER MILL CT NW #1030",20007,659000,659000,"2","1","1","6/13/14",2014-06-13,2014,6,"2014 6","1030 PAPER MILL CT NW"
"652","1030 PARK RD NW",20010,752000,820000,"3","3","0","8/31/14",2014-08-31,2014,8,"2014 8","1030 PARK RD NW"
"653","1030 WISCONSIN AVE NW",20007,799900,775000,"2","1","0","12/17/14",2014-12-17,2014,12,"2014 12","1030 WISCONSIN AVE NW"
"654","1031 10TH ST NE",20002,879000,872500,"5","3","1","9/10/15",2015-09-10,2015,9,"2015 9","1031 10TH ST NE"
"655","1031 6TH ST NE",20002,599000,593000,"3","2","1","7/25/14",2014-07-25,2014,7,"2014 7","1031 6TH ST NE"
"656","1031 MICHIGAN AVE NE #1",20017,109000,102000,"1","1","0","12/23/14",2014-12-23,2014,12,"2014 12","1031 MICHIGAN AVE NE"
"657","1031 MICHIGAN AVE NE #101",20017,199000,2e+05,"1","1","0","3/31/15",2015-03-31,2015,3,"2015 3","1031 MICHIGAN AVE NE"
"658","1031 MICHIGAN AVE NE #102",20017,144900,136400,"1","1","0","6/17/11",2011-06-17,2011,6,"2011 6","1031 MICHIGAN AVE NE"
"659","1031 MICHIGAN AVE NE #103",20017,169000,167500,"1","1","0","6/3/14",2014-06-03,2014,6,"2014 6","1031 MICHIGAN AVE NE"
"660","1031 MICHIGAN AVE NE #302",20017,189900,209000,"1","1","0","6/30/14",2014-06-30,2014,6,"2014 6","1031 MICHIGAN AVE NE"
"661","1031 MICHIGAN AVE NE #4",20017,109000,109000,"1","1","0","4/4/13",2013-04-04,2013,4,"2013 4","1031 MICHIGAN AVE NE"
"662","1031 NEWTON ST NE",20017,799990,780000,"5","3","0","8/10/15",2015-08-10,2015,8,"2015 8","1031 NEWTON ST NE"
"663","1032 29TH ST NW",20007,925000,845000,"0","1","0","8/31/11",2011-08-31,2011,8,"2011 8","1032 29TH ST NW"
"664","1032 29TH ST NW",20007,949000,949000,"2","1","0","10/1/14",2014-10-01,2014,10,"2014 10","1032 29TH ST NW"
"665","1032 6TH ST NE #301",20002,279500,265000,"3","1","0","1/31/13",2013-01-31,2013,1,"2013 1","1032 6TH ST NE"
"666","1032 6TH ST NE #301",20002,299000,299000,"3","1","0","6/7/13",2013-06-07,2013,6,"2013 6","1032 6TH ST NE"
"667","1032 KENYON ST NW",20010,659000,645000,"3","3","0","11/15/11",2011-11-15,2011,11,"2011 11","1032 KENYON ST NW"
"668","1033 30TH ST NW",20007,750000,750000,"2","1","0","6/20/12",2012-06-20,2012,6,"2012 6","1033 30TH ST NW"
"669","1033 7TH ST NE",20002,618750,618000,"3","2","1","12/5/11",2011-12-05,2011,12,"2011 12","1033 7TH ST NE"
"670","1033 7TH ST NE",20002,360000,310000,"4","2","0","5/2/11",2011-05-02,2011,5,"2011 5","1033 7TH ST NE"
"671","1033 IRVING ST NE",20017,375000,378000,"2","2","0","7/26/12",2012-07-26,2012,7,"2012 7","1033 IRVING ST NE"
"672","1034 6TH ST NE #301",20002,289900,305000,"2","1","0","12/4/12",2012-12-04,2012,12,"2012 12","1034 6TH ST NE"
"673","1034 CRITTENDEN ST NE",20017,335000,336000,"3","1","1","7/2/14",2014-07-02,2014,7,"2014 7","1034 CRITTENDEN ST NE"
"674","1034 KENYON ST NW",20010,849000,960000,"4","2","1","7/29/15",2015-07-29,2015,7,"2015 7","1034 KENYON ST NW"
"675","1034 NEWTON ST NE",20017,499000,530000,"6","2","1","5/30/13",2013-05-30,2013,5,"2013 5","1034 NEWTON ST NE"
"676","1036 45TH ST NE",20019,160000,135000,"3","1","0","7/7/15",2015-07-07,2015,7,"2015 7","1036 45TH ST NE"
"677","1036 6TH ST NE #102",20002,199900,193000,"2","1","0","5/26/11",2011-05-26,2011,5,"2011 5","1036 6TH ST NE"
"678","1036 QUEBEC PL NW",20010,399900,399900,"3","1","0","12/23/11",2011-12-23,2011,12,"2011 12","1036 QUEBEC PL NW"
"679","1037 30TH ST NW",20007,845500,825000,"2","2","0","6/3/13",2013-06-03,2013,6,"2013 6","1037 30TH ST NW"
"680","1038 42ND ST NE",20019,395999,365000,"3","2","1","9/25/14",2014-09-25,2014,9,"2014 9","1038 42ND ST NE"
"681","1038 45TH ST NE",20019,325000,307500,"3","2","1","12/20/13",2013-12-20,2013,12,"2013 12","1038 45TH ST NE"
"682","1038 6TH ST NE #101",20002,275000,275000,"2","1","0","3/9/12",2012-03-09,2012,3,"2012 3","1038 6TH ST NE"
"683","1038 BARNABY TER SE",20032,249900,236000,"3","2","1","1/22/15",2015-01-22,2015,1,"2015 1","1038 BARNABY TER SE"
"684","1038 BARNABY TER SE",20032,1e+05,115000,"3","1","1","10/31/13",2013-10-31,2013,10,"2013 10","1038 BARNABY TER SE"
"685","1038 BLADENSBURG RD NE",20002,105000,141900,"3","2","0","3/8/12",2012-03-08,2012,3,"2012 3","1038 BLADENSBURG RD NE"
"686","1038 LAMONT ST NW #1A",20010,315000,312000,"1","1","0","3/10/15",2015-03-10,2015,3,"2015 3","1038 LAMONT ST NW"
"687","1039 EVARTS ST NE",20018,499000,5e+05,"5","2","0","3/30/15",2015-03-30,2015,3,"2015 3","1039 EVARTS ST NE"
"688","1039 QUEBEC PL NW",20010,445000,525000,"3","2","0","6/14/13",2013-06-14,2013,6,"2013 6","1039 QUEBEC PL NW"
"689","104 7TH ST SE",20003,748500,810000,"2","1","1","8/28/15",2015-08-28,2015,8,"2015 8","104 7TH ST SE"
"690","104 QUINCY PL NE",20002,789000,835000,"4","3","0","2/24/15",2015-02-24,2015,2,"2015 2","104 QUINCY PL NE"
"691","104 U ST NE",20002,266100,306000,"3","1","1","8/15/12",2012-08-15,2012,8,"2012 8","104 U ST NE"
"692","104 U ST NE",20002,575000,565000,"3","2","1","1/18/13",2013-01-18,2013,1,"2013 1","104 U ST NE"
"693","1040 47TH PL NE",20019,139000,140000,"2","1","0","12/1/14",2014-12-01,2014,12,"2014 12","1040 47TH PL NE"
"694","1040 CRITTENDEN ST NE",20017,365000,360000,"3","2","0","11/21/11",2011-11-21,2011,11,"2011 11","1040 CRITTENDEN ST NE"
"695","1040 CRITTENDEN ST NE",20018,365000,360000,"3","2","0","11/21/11",2011-11-21,2011,11,"2011 11","1040 CRITTENDEN ST NE"
"696","1041 CECIL PL NW",20007,779000,825000,"2","1","1","4/30/14",2014-04-30,2014,4,"2014 4","1041 CECIL PL NW"
"697","1041 MICHIGAN AVE NE #1041",20017,219000,219000,"2","2","1","4/3/12",2012-04-03,2012,4,"2012 4","1041 MICHIGAN AVE NE"
"698","1041 MICHIGAN AVE NE #1041",20017,350000,385000,"3","2","1","9/30/15",2015-09-30,2015,9,"2015 9","1041 MICHIGAN AVE NE"
"699","1041 TAUSSIG PL NE",20017,449900,440000,"4","3","0","4/30/12",2012-04-30,2012,4,"2012 4","1041 TAUSSIG PL NE"
"700","1042 PAPER MILL CT NW #1042",20007,539900,515000,"2","1","0","7/6/12",2012-07-06,2012,7,"2012 7","1042 PAPER MILL CT NW"
"701","1043 CECIL PL NW",20007,849000,837000,"2","1","1","8/18/15",2015-08-18,2015,8,"2015 8","1043 CECIL PL NW"
"702","1044 PAPER MILL CT NW #1044",20007,650000,650000,"2","2","0","4/15/15",2015-04-15,2015,4,"2015 4","1044 PAPER MILL CT NW"
"703","1045 31ST ST NW #104",20007,895000,875000,"2","2","0","7/26/12",2012-07-26,2012,7,"2012 7","1045 31ST ST NW"
"704","1045 31ST ST NW #11",20007,489000,489000,"1","1","0","2/27/13",2013-02-27,2013,2,"2013 2","1045 31ST ST NW"
"705","1045 31ST ST NW #23",20007,515000,515000,"1","1","0","7/17/13",2013-07-17,2013,7,"2013 7","1045 31ST ST NW"
"706","1045 31ST ST NW #23",20007,439000,430000,"1","1","0","11/21/12",2012-11-21,2012,11,"2012 11","1045 31ST ST NW"
"707","1047 TAUSSIG PL NE",20017,355450,330000,"2","1","1","5/18/15",2015-05-18,2015,5,"2015 5","1047 TAUSSIG PL NE"
"708","1047 TAUSSIG PL NE",20017,449000,434000,"2","2","0","9/30/15",2015-09-30,2015,9,"2015 9","1047 TAUSSIG PL NE"
"709","105 13TH ST SE",20003,979000,967000,"3","2","2","9/13/13",2013-09-13,2013,9,"2013 9","105 13TH ST SE"
"710","105 15TH ST NE",20002,569000,550000,"3","2","1","5/16/12",2012-05-16,2012,5,"2012 5","105 15TH ST NE"
"711","105 36TH ST NE",20019,189500,185000,"3","1","1","12/16/14",2014-12-16,2014,12,"2014 12","105 36TH ST NE"
"712","105 49TH PL NE",20019,225000,250000,"3","2","1","10/10/14",2014-10-10,2014,10,"2014 10","105 49TH PL NE"
"713","105 6TH ST SE #105",20003,239900,235000,"0","1","0","12/10/13",2013-12-10,2013,12,"2013 12","105 6TH ST SE"
"714","105 6TH ST SE #106",20003,309000,309000,"1","1","0","8/7/14",2014-08-07,2014,8,"2014 8","105 6TH ST SE"
"715","105 6TH ST SE #109",20003,229000,228500,"0","1","0","6/20/14",2014-06-20,2014,6,"2014 6","105 6TH ST SE"
"716","105 6TH ST SE #201",20003,239900,235000,"0","1","0","4/14/15",2015-04-14,2015,4,"2015 4","105 6TH ST SE"
"717","105 6TH ST SE #202",20003,224500,224000,"0","1","0","3/28/13",2013-03-28,2013,3,"2013 3","105 6TH ST SE"
"718","105 6TH ST SE #210",20003,239000,229000,"0","1","0","6/11/14",2014-06-11,2014,6,"2014 6","105 6TH ST SE"
"719","105 R ST NE",20002,429900,435000,"3","1","0","5/30/11",2011-05-30,2011,5,"2011 5","105 R ST NE"
"720","105 WHITTIER ST NW",20012,799000,7e+05,"6","3","0","4/8/13",2013-04-08,2013,4,"2013 4","105 WHITTIER ST NW"
"721","1051 CRITTENDEN ST NE",20017,454000,454000,"3","2","0","9/18/15",2015-09-18,2015,9,"2015 9","1051 CRITTENDEN ST NE"
"722","1051 PAPER MILL CT NW #1051",20007,559000,557000,"2","1","0","11/14/11",2011-11-14,2011,11,"2011 11","1051 PAPER MILL CT NW"
"723","1052 48TH ST NE",20019,40000,40000,"2","1","0","1/3/14",2014-01-03,2014,1,"2014 1","1052 48TH ST NE"
"724","1052 48TH ST NE",20019,74900,74900,"2","1","0","1/31/14",2014-01-31,2014,1,"2014 1","1052 48TH ST NE"
"725","1054 48TH ST NE",20019,30000,30000,"3","1","0","1/3/14",2014-01-03,2014,1,"2014 1","1054 48TH ST NE"
"726","1054 48TH ST NE",20019,74900,74900,"3","1","0","1/31/14",2014-01-31,2014,1,"2014 1","1054 48TH ST NE"
"727","1054 48TH ST NE",20019,280000,282000,"3","3","0","9/23/15",2015-09-23,2015,9,"2015 9","1054 48TH ST NE"
"728","1055 WISCONSIN AVE NW #1-E DUPLEX",20007,3600000,4550000,"4","3","1","12/30/14",2014-12-30,2014,12,"2014 12","1055 WISCONSIN AVE NW"
"729","1055 WISCONSIN AVE NW #2-E",20007,4550000,4650000,"3","4","1","12/5/14",2014-12-05,2014,12,"2014 12","1055 WISCONSIN AVE NW"
"730","1055 WISCONSIN AVE NW #2-W",20007,3950000,4750000,"3","3","1","12/2/14",2014-12-02,2014,12,"2014 12","1055 WISCONSIN AVE NW"
"731","1055 WISCONSIN AVE NW #3-E",20007,4750000,4750000,"3","4","1","12/31/14",2014-12-31,2014,12,"2014 12","1055 WISCONSIN AVE NW"
"732","1055 WISCONSIN AVE NW #3-W",20007,4150000,4175000,"3","3","1","12/3/14",2014-12-03,2014,12,"2014 12","1055 WISCONSIN AVE NW"
"733","1055 WISCONSIN AVE NW #4-E PENTHOUSE",20007,5550000,5600000,"3","4","1","12/8/14",2014-12-08,2014,12,"2014 12","1055 WISCONSIN AVE NW"
"734","1055 WISCONSIN AVE NW #4-W",20007,5300000,5e+06,"3","3","1","7/1/15",2015-07-01,2015,7,"2015 7","1055 WISCONSIN AVE NW"
"735","1055 WISCONSIN AVE NW #4-W PENTHOUSE",20007,4500000,4651650,"3","3","1","12/11/14",2014-12-11,2014,12,"2014 12","1055 WISCONSIN AVE NW"
"736","1056 48TH PL NE",20019,110000,131000,"2","1","0","7/11/14",2014-07-11,2014,7,"2014 7","1056 48TH PL NE"
"737","1056 PAPER MILL CT NW #212",20007,640000,640000,"2","1","0","5/29/15",2015-05-29,2015,5,"2015 5","1056 PAPER MILL CT NW"
"738","1059 PAPER MILL CT NW #1059",20007,569000,578500,"2","1","0","12/19/12",2012-12-19,2012,12,"2012 12","1059 PAPER MILL CT NW"
"739","1059 THOMAS JEFFERSON ST NW",20007,790000,801000,"3","1","0","7/22/11",2011-07-22,2011,7,"2011 7","1059 THOMAS JEFFERSON ST NW"
"740","106 15TH ST NE",20002,550000,550000,"4","3","1","9/25/12",2012-09-25,2012,9,"2012 9","106 15TH ST NE"
"741","106 15TH ST SE",20003,699950,699950,"4","2","1","1/9/14",2014-01-09,2014,1,"2014 1","106 15TH ST SE"
"742","106 5TH ST NE",20002,1195000,1100000,"4","3","1","7/20/11",2011-07-20,2011,7,"2011 7","106 5TH ST NE"
"743","106 9TH ST SE",20003,599000,599000,"2","2","0","5/30/12",2012-05-30,2012,5,"2012 5","106 9TH ST SE"
"744","106 RITTENHOUSE ST NW",20011,385000,375000,"3","1","0","10/23/13",2013-10-23,2013,10,"2013 10","106 RITTENHOUSE ST NW"
"745","106 TENNESSEE AVE NE #3",20002,489500,489500,"2","1","0","10/29/14",2014-10-29,2014,10,"2014 10","106 TENNESSEE AVE NE"
"746","106 TENNESSEE AVE NE #7",20002,464900,465000,"2","1","0","1/8/14",2014-01-08,2014,1,"2014 1","106 TENNESSEE AVE NE"
"747","106 VICTOR ST NE",20011,213750,213750,"3","3","0","8/3/12",2012-08-03,2012,8,"2012 8","106 VICTOR ST NE"
"748","106 VICTOR ST NE",20011,349900,332000,"3","2","0","10/19/12",2012-10-19,2012,10,"2012 10","106 VICTOR ST NE"
"749","1065 THOMAS JEFFERSON ST NW",20007,1050000,1065000,"4","3","0","6/30/14",2014-06-30,2014,6,"2014 6","1065 THOMAS JEFFERSON ST NW"
"750","1066 THOMAS JEFFERSON ST NW",20007,780000,753000,"2","1","0","4/11/14",2014-04-11,2014,4,"2014 4","1066 THOMAS JEFFERSON ST NW"
"751","1069NW PAPER MILL CT NW #1069",20007,595900,550000,"2","1","0","3/23/15",2015-03-23,2015,3,"2015 3","1069NW PAPER MILL CT NW"
"752","107 12TH ST NE #1",20002,377000,377000,"1","1","0","7/31/13",2013-07-31,2013,7,"2013 7","107 12TH ST NE"
"753","107 13TH ST SE",20003,879900,880000,"3","2","0","5/27/15",2015-05-27,2015,5,"2015 5","107 13TH ST SE"
"754","107 15TH ST SE",20003,549999,5e+05,"3","2","1","10/9/12",2012-10-09,2012,10,"2012 10","107 15TH ST SE"
"755","107 16TH ST SE",20003,529000,518000,"2","1","1","10/9/12",2012-10-09,2012,10,"2012 10","107 16TH ST SE"
"756","107 5TH ST SE",20003,1189000,1200000,"4","2","1","8/27/12",2012-08-27,2012,8,"2012 8","107 5TH ST SE"
"757","107 8TH ST NE",20002,689000,689000,"2","2","0","7/25/14",2014-07-25,2014,7,"2014 7","107 8TH ST NE"
"758","107 KENTUCKY AVE SE",20003,795000,750000,"3","3","0","7/2/13",2013-07-02,2013,7,"2013 7","107 KENTUCKY AVE SE"
"759","107 PIERCE ST NW",20001,434900,451900,"3","1","1","6/30/15",2015-06-30,2015,6,"2015 6","107 PIERCE ST NW"
"760","107 RHODE ISLAND AVE NE",20002,425000,433788,"3","1","1","4/14/14",2014-04-14,2014,4,"2014 4","107 RHODE ISLAND AVE NE"
"761","107 ROCK CREEK CHURCH RD NW",20011,599000,599000,"4","3","1","5/16/12",2012-05-16,2012,5,"2012 5","107 ROCK CREEK CHURCH RD NW"
"762","107 ROCK CREEK CHURCH RD NW",20011,270000,286500,"3","1","1","10/31/11",2011-10-31,2011,10,"2011 10","107 ROCK CREEK CHURCH RD NW"
