listing_id,date
14073773,2016-07-29
14073773,2016-08-04
14073773,2016-08-08
14073773,2016-08-10
16738281,2017-01-21
16738281,2017-04-04
13695833,2017-01-22
13695833,2017-03-29
13695833,2017-04-02
13695833,2017-04-09
13695833,2017-04-15
13695833,2017-04-21
13695833,2017-04-23
10059484,2016-03-10
10059484,2016-05-20
10059484,2017-04-13
15490951,2016-10-19
15490951,2016-10-23
15490951,2016-10-26
15490951,2016-10-30
15490951,2016-11-03
15490951,2016-11-09
15490951,2016-11-12
15490951,2016-11-14
15490951,2016-11-19
15490951,2016-11-25
15490951,2016-11-27
15490951,2016-11-29
15490951,2016-12-05
15490951,2016-12-15
15490951,2016-12-22
15490951,2016-12-23
15490951,2016-12-28
15490951,2016-12-30
15490951,2017-01-02
15490951,2017-01-04
15490951,2017-01-07
15490951,2017-01-20
15490951,2017-01-22
15490951,2017-02-12
15490951,2017-02-19
15490951,2017-03-03
15490951,2017-03-05
15490951,2017-03-09
15490951,2017-03-15
15490951,2017-03-17
15490951,2017-03-19
15490951,2017-03-21
15490951,2017-03-27
15490951,2017-03-30
15490951,2017-04-05
15490951,2017-04-16
15490951,2017-04-20
15490951,2017-04-21
15490951,2017-04-24
13278515,2016-07-12
13278515,2016-07-14
13278515,2016-07-19
13278515,2016-07-29
13278515,2016-08-09
13278515,2016-08-12
13278515,2016-08-17
13278515,2016-08-23
13278515,2016-08-30
13278515,2016-09-08
13278515,2016-09-11
13278515,2016-10-12
13278515,2016-10-18
13278515,2016-10-20
13278515,2016-10-24
13278515,2016-10-27
13278515,2016-11-03
13278515,2016-11-16
13278515,2016-11-17
13278515,2016-12-02
13278515,2016-12-09
13278515,2016-12-16
13278515,2017-01-26
13278515,2017-03-01
13278515,2017-03-07
13278515,2017-03-21
13278515,2017-03-24
13278515,2017-04-01
13278515,2017-04-05
5318112,2015-05-20
5318112,2015-05-24
5318112,2015-09-30
5318112,2016-08-11
5318112,2016-08-14
5318112,2016-09-16
5318112,2016-10-16
5318112,2017-02-06
5318112,2017-03-13
5318112,2017-03-19
5318112,2017-04-22
15804925,2016-11-15
15804925,2016-11-27
15804925,2016-12-03
15804925,2017-01-02
15804925,2017-01-22
15804925,2017-02-12
15804925,2017-03-09
15804925,2017-03-19
15804925,2017-03-28
15804925,2017-04-14
15804925,2017-04-23
5521395,2015-10-05
5521395,2015-10-07
5521395,2015-10-10
5521395,2015-10-12
5521395,2015-10-16
5521395,2015-10-19
5521395,2015-10-20
