ID,Address,Match,MatchDetail,AddressMatch,Long,Lat,LR
541,"5014 5TH ST NW, Washington, DC, 20011",Match,Exact,"5014 5th St NW, WASHINGTON, DC, 20011","-77.01966,38.95121",76223416,L
542,"5014 ARKANSAS AVE NW, Washington, DC, 20011",Match,Exact,"5014 Arkansas Ave NW, WASHINGTON, DC, 20011","-77.02794,38.950947",76223293,L
543,"5017 9TH ST NW, Washington, DC, 20011",Match,Exact,"5017 9th St NW, WASHINGTON, DC, 20011","-77.02549,38.951057",76223314,R
544,"5018 ILLINOIS AVE NW, Washington, DC, 20011",Match,Exact,"5018 Illinois Ave NW, WASHINGTON, DC, 20011","-77.02427,38.95111",76223319,L
545,"5018 SARGENT RD NE, Washington, DC, 20017",Match,Exact,"5018 Sargent Rd NE, WASHINGTON, DC, 20017","-76.98955,38.951042",76228240,L
546,"5020 5TH ST NW, Washington, DC, 20011",Match,Exact,"5020 5th St NW, WASHINGTON, DC, 20011","-77.01966,38.951267",76223416,L
547,"5020 6TH PL NE, Washington, DC, 20017",No_Match,,,-77.0004235,38.950623,
548,"5028 SARGENT RD NE, Washington, DC, 20017",Match,Exact,"5028 Sargent Rd NE, WASHINGTON, DC, 20017","-76.98955,38.951294",76228240,L
549,"503 OAKWOOD ST SE, Washington, DC, 20032",Match,Exact,"503 Oakwood St SE, WASHINGTON, DC, 20032","-77.000984,38.84587",76232254,R
550,"5035 SARGENT RD NE, Washington, DC, 20017",Match,Exact,"5035 Sargent Rd NE, WASHINGTON, DC, 20017","-76.98951,38.951603",76228240,R
551,"5038 JAY ST NE, Washington, DC, 20019",Match,Exact,"5038 Jay St NE, WASHINGTON, DC, 20019","-76.92833,38.901848",76233968,L
552,"5046 12TH ST NE, Washington, DC, 20017",Match,Exact,"5046 12th St NE, WASHINGTON, DC, 20017","-76.99057,38.95128",76228232,L
553,"5055 JAY ST NE, Washington, DC, 20019",Match,Exact,"5055 Jay St NE, WASHINGTON, DC, 20019","-76.92793,38.90182",76233968,R
554,"5061 JAY ST NE, Washington, DC, 20019",Match,Exact,"5061 Jay St NE, WASHINGTON, DC, 20019","-76.92782,38.90182",76233968,R
555,"5085 SHERIFF RD NE, Washington, DC, 20019",Match,Exact,"5085 Sheriff Rd NE, WASHINGTON, DC, 20019","-76.927956,38.903477",76233962,R
556,"509 SOMERSET PL NW, Washington, DC, 20011",Match,Exact,"509 Somerset Pl NW, WASHINGTON, DC, 20011","-77.02012,38.966724",76221972,R
557,"51 FLORIDA AVE NW, Washington, DC, 20001",Match,Exact,"51 Florida Ave NW, WASHINGTON, DC, 20001","-77.01102,38.911644",76226494,R
558,"51 FRANKLIN ST NE, Washington, DC, 20002",Match,Exact,"51 Franklin St NE, WASHINGTON, DC, 20002","-77.00804,38.925232",76224553,R
559,"5106 KANSAS AVE NW, Washington, DC, 20011",Match,Exact,"5106 Kansas Ave NW, WASHINGTON, DC, 20011","-77.01826,38.95224",76223423,L
560,"5106 NEW HAMPSHIRE AVE NW, Washington, DC, 20011",Match,Exact,"5106 New Hampshire Ave NW, WASHINGTON, DC, 20011","-77.01236,38.952427",76223804,L
561,"5109 ILLINOIS AVE NW, Washington, DC, 20011",Match,Exact,"5109 Illinois Ave NW, WASHINGTON, DC, 20011","-77.024826,38.952072",76223313,R
562,"5113 ILLINOIS AVE NW, Washington, DC, 20011",Match,Exact,"5113 Illinois Ave NW, WASHINGTON, DC, 20011","-77.02485,38.95211",76223313,R
563,"5122 E ST SE, Washington, DC, 20019",Match,Exact,"5122 E St SE, WASHINGTON, DC, 20019","-76.92865,38.88227",76233897,L
564,"513 G ST SW, Washington, DC, 20024",Match,Exact,"513 G St SW, WASHINGTON, DC, 20024","-77.01939,38.881294",76237919,R
565,"5219 NEW HAMPSHIRE AVE NW, Washington, DC, 20011",Match,Exact,"5219 New Hampshire Ave NW, WASHINGTON, DC, 20011","-77.01143,38.95363",76223861,R
566,"522 21ST ST NE, Washington, DC, 20002",Match,Exact,"522 21st St NE, WASHINGTON, DC, 20002","-76.97454,38.89638",76231358,L
567,"5223 NEW HAMPSHIRE AVE NW, Washington, DC, 20011",Match,Exact,"5223 New Hampshire Ave NW, WASHINGTON, DC, 20011","-77.0114,38.95367",76223861,R
568,"5227 5TH ST NW, Washington, DC, 20011",Match,Exact,"5227 5th St NW, WASHINGTON, DC, 20011","-77.01973,38.953476",76223405,R
569,"5227 NEW HAMPSHIRE AVE NW, Washington, DC, 20011",Match,Exact,"5227 New Hampshire Ave NW, WASHINGTON, DC, 20011","-77.01136,38.953716",76223861,R
570,"5232 7TH ST NW, Washington, DC, 20011",Match,Exact,"5232 7th St NW, WASHINGTON, DC, 20011","-77.02219,38.953465",76223392,L
571,"524 EDGEWOOD ST NE, Washington, DC, 20017",Match,Exact,"524 Edgewood St NE, WASHINGTON, DC, 20017","-76.99927,38.923603",76228590,L
572,"525 INGRAHAM ST NW, Washington, DC, 20011",Match,Exact,"525 Ingraham St NW, WASHINGTON, DC, 20011","-77.02017,38.95431",76223404,R
573,"525 PEABODY ST NE, Washington, DC, 20011",Match,Exact,"525 Peabody St NE, WASHINGTON, DC, 20011","-77.000114,38.96268",76228006,R
574,"527 OGLETHORPE ST NW, Washington, DC, 20011",Match,Exact,"527 Oglethorpe St NW, WASHINGTON, DC, 20011","-77.02126,38.961327",76223331,R
575,"530 QUINTANA PL NW, Washington, DC, 20011",Match,Exact,"530 Quintana Pl NW, WASHINGTON, DC, 20011","-77.02037,38.964348",76221980,L
576,"5303 5TH ST NW, Washington, DC, 20011",Match,Exact,"5303 5th St NW, WASHINGTON, DC, 20011","-77.019775,38.954384",76223403,R
577,"5311 5TH ST NW, Washington, DC, 20011",Match,Exact,"5311 5th St NW, WASHINGTON, DC, 20011","-77.019775,38.954464",76223403,R
578,"5314 7TH ST NW, Washington, DC, 20011",Match,Exact,"5314 7th St NW, WASHINGTON, DC, 20011","-77.02224,38.954426",76223391,L
579,"5316 KANSAS AVE NW, Washington, DC, 20011",Match,Exact,"5316 Kansas Ave NW, WASHINGTON, DC, 20011","-77.01653,38.95457",76223761,L
580,"5317 5TH ST NW, Washington, DC, 20011",Match,Exact,"5317 5th St NW, WASHINGTON, DC, 20011","-77.01978,38.95452",76223403,R
581,"5318 2ND ST NW, Washington, DC, 20011",Match,Exact,"5318 2nd St NW, WASHINGTON, DC, 20011","-77.013596,38.95472",76223782,L
582,"5325 5TH ST NW, Washington, DC, 20011",Match,Exact,"5325 5th St NW, WASHINGTON, DC, 20011","-77.01978,38.9546",76223403,R
583,"5328 5TH ST NW, Washington, DC, 20011",Match,Exact,"5328 5th St NW, WASHINGTON, DC, 20011","-77.01982,38.95464",76223403,L
584,"5329 ILLINOIS AVE NW, Washington, DC, 20011",Match,Exact,"5329 Illinois Ave NW, WASHINGTON, DC, 20011","-77.02631,38.954453",76223280,R
585,"5335 ASTOR PL SE, Washington, DC, 20019",Match,Exact,"5335 Astor Pl SE, WASHINGTON, DC, 20019","-76.925064,38.88664",76234079,R
586,"5344 41ST ST NW, Washington, DC, 20015",Match,Exact,"5344 41st St NW, WASHINGTON, DC, 20015","-77.080315,38.95993",76220232,L
587,"5348 CHILLUM PL NE, Washington, DC, 20011",Match,Exact,"5348 Chillum Pl NE, WASHINGTON, DC, 20011","-76.99649,38.95545",76228088,L
588,"535 23RD PL NE, Washington, DC, 20002",Match,Exact,"535 23rd Pl NE, WASHINGTON, DC, 20002","-76.97345,38.8969",76231360,R
589,"538 NEWTON PL NW, Washington, DC, 20010",Match,Exact,"538 Newton Pl NW, WASHINGTON, DC, 20010","-77.02124,38.9339",76224141,L
590,"5416 7TH ST NW, Washington, DC, 20011",Match,Exact,"5416 7th St NW, WASHINGTON, DC, 20011","-77.02229,38.95552",76223390,L
591,"5423 4TH ST NW, Washington, DC, 20011",Match,Exact,"5423 4th St NW, WASHINGTON, DC, 20011","-77.01775,38.955708",76223406,R
592,"5426 30TH ST NW, Washington, DC, 20015",Match,Exact,"5426 30th St NW, WASHINGTON, DC, 20015","-77.05986,38.9619",76220668,L
593,"5441 BASS PL SE, Washington, DC, 20019",Match,Exact,"5441 Bass Pl SE, WASHINGTON, DC, 20019","-76.922745,38.885223",76234259,R
594,"5501 EADS ST NE, Washington, DC, 20019",Match,Exact,"5501 Eads St NE, WASHINGTON, DC, 20019","-76.92182,38.89579",76234113,R
595,"5504 8TH ST NW, Washington, DC, 20011",Match,Exact,"5504 8th St NW, WASHINGTON, DC, 20011","-77.024055,38.95642",76223266,L
596,"5507 8TH ST NW, Washington, DC, 20011",Match,Exact,"5507 8th St NW, WASHINGTON, DC, 20011","-77.024025,38.95644",76223266,R
597,"5509 4TH ST NW, Washington, DC, 20011",Match,Exact,"5509 4th St NW, WASHINGTON, DC, 20011","-77.0178,38.95665",76223386,R
598,"5511 2ND ST NW, Washington, DC, 20011",Match,Exact,"5511 2nd St NW, WASHINGTON, DC, 20011","-77.01363,38.956738",76223740,R
599,"5515 BLAIR RD NE, Washington, DC, 20011",Match,Exact,"5515 Blair Rd NE, WASHINGTON, DC, 20011","-77.00773,38.95679",76223830,R
600,"5539 CENTRAL AVE SE, Washington, DC, 20019",Match,Exact,"5539 Central Ave SE, WASHINGTON, DC, 20019","-76.92036,38.88613",76234276,R
601,"5539 CENTRAL AVE SE, Washington, DC, 20019",Match,Exact,"5539 Central Ave SE, WASHINGTON, DC, 20019","-76.92036,38.88613",76234276,R
602,"560 INGRAHAM ST NE, Washington, DC, 20011",Match,Exact,"560 Ingraham St NE, WASHINGTON, DC, 20011","-76.99807,38.95477",76228087,L
603,"5610 5TH ST NW, Washington, DC, 20011",Match,Exact,"5610 5th St NW, WASHINGTON, DC, 20011","-77.01998,38.95805",76223373,L
604,"5614 EASTERN AVE NE, Washington, DC, 20011",Match,Exact,"5614 Eastern Ave NE, WASHINGTON, DC, 20011","-76.99223,38.957695",76243849,L
605,"5614 KANSAS AVE NW, Washington, DC, 20011",Match,Exact,"5614 Kansas Ave NW, WASHINGTON, DC, 20011","-77.014,38.957977",76223734,L
606,"5619 COLORADO AVE NW, Washington, DC, 20011",Match,Exact,"5619 Colorado Ave NW, WASHINGTON, DC, 20011","-77.03217,38.957504",76222312,R
607,"564 48TH PL NE, Washington, DC, 20019",Match,Exact,"564 48th Pl NE, WASHINGTON, DC, 20019","-76.93408,38.897327",76233459,L
608,"5703 2ND ST NE, Washington, DC, 20011",No_Match,,,-77.0059767,38.9595072,
609,"5712 3RD PL NW, Washington, DC, 20011",Match,Exact,"5712 3rd Pl NW, WASHINGTON, DC, 20011","-77.01712,38.958965",76223710,L
610,"5713 5TH ST NE, Washington, DC, 20011",Match,Exact,"5713 5th St NE, WASHINGTON, DC, 20011","-77.00184,38.959385",76228001,R
611,"5720 6TH ST NW, Washington, DC, 20011",Match,Exact,"5720 6th St NW, WASHINGTON, DC, 20011","-77.02119,38.959316",76223348,L
612,"5728 3RD ST NW, Washington, DC, 20011",Match,Exact,"5728 3rd St NW, WASHINGTON, DC, 20011","-77.01618,38.959206",76240123,L
613,"58 Q ST NE, Washington, DC, 20002",Match,Exact,"58 Q St NE, WASHINGTON, DC, 20002","-77.007614,38.911125",76226581,L
614,"5801 4TH ST NW, Washington, DC, 20011",Match,Exact,"5801 4th St NW, WASHINGTON, DC, 20011","-77.01801,38.960224",76223365,R
615,"5804 4TH ST NW, Washington, DC, 20011",Match,Exact,"5804 4th St NW, WASHINGTON, DC, 20011","-77.01805,38.960266",76223365,L
616,"5804 8TH ST NW, Washington, DC, 20011",Match,Exact,"5804 8th St NW, WASHINGTON, DC, 20011","-77.02422,38.961254",76223249,L
617,"5812 5TH ST NW, Washington, DC, 20011",Match,Exact,"5812 5th St NW, WASHINGTON, DC, 20011","-77.01991,38.96035",76223362,L
618,"5814 5TH ST NW, Washington, DC, 20011",Match,Exact,"5814 5th St NW, WASHINGTON, DC, 20011","-77.01991,38.960373",76223362,L
619,"5901 8TH ST NE, Washington, DC, 20011",Match,Exact,"5901 8th St NE, WASHINGTON, DC, 20011","-76.99472,38.958717",76228080,R
620,"6 GIRARD ST NE, Washington, DC, 20002",Match,Exact,"6 Girard St NE, WASHINGTON, DC, 20002","-77.00884,38.92587",76236901,L
621,"60 HAWTHORNE CT NE, Washington, DC, 20017",Match,Exact,"60 Hawthorne Ct NE, WASHINGTON, DC, 20017","-77.00842,38.928005",76235042,R
622,"6019 7TH PL NW, Washington, DC, 20011",Match,Exact,"6019 7th Pl NW, WASHINGTON, DC, 20011","-77.02334,38.963005",76223322,R
623,"602 21ST ST NE, Washington, DC, 20002",Match,Exact,"602 21st St NE, WASHINGTON, DC, 20002","-76.97428,38.8973",76231357,L
624,"602 SHERIDAN ST NW, Washington, DC, 20011",Match,Exact,"602 Sheridan St NW, WASHINGTON, DC, 20011","-77.02121,38.966118",76221990,L
625,"604 COLUMBIA RD NW, Washington, DC, 20001",Match,Exact,"604 Columbia Rd NW, WASHINGTON, DC, 20001","-77.02132,38.928284",76224216,L
626,"606 13TH ST NE, Washington, DC, 20002",Match,Exact,"606 13th St NE, WASHINGTON, DC, 20002","-76.98833,38.897915",76230314,L
627,"606 KENSINGTON PL NE, Washington, DC, 20011",Match,Exact,"606 Kensington Pl NE, WASHINGTON, DC, 20011","-76.99776,38.95795",76228075,L
628,"607 GALLATIN ST NW, Washington, DC, 20011",Match,Exact,"607 Gallatin St NW, WASHINGTON, DC, 20011","-77.02097,38.95206",76223397,R
629,"608 A ST NE, Washington, DC, 20002",Match,Exact,"608 A St NE, WASHINGTON, DC, 20002","-76.99817,38.89095",76229923,L
630,"608 G ST NE, Washington, DC, 20002",Match,Exact,"608 G St NE, WASHINGTON, DC, 20002","-76.99817,38.898926",76229938,L
631,"610 MORTON PL NE, Washington, DC, 20002",Match,Exact,"610 Morton Pl NE, WASHINGTON, DC, 20002","-76.99812,38.90441",76229755,L
632,"612 BRANDYWINE ST SE, Washington, DC, 20032",Match,Exact,"612 Brandywine St SE, WASHINGTON, DC, 20032","-76.9981,38.830093",76232612,L
633,"6126 BANKS PL NE, Washington, DC, 20019",Match,Exact,"6126 Banks Pl NE, WASHINGTON, DC, 20019","-76.91327,38.891983",76234212,L
634,"614 11TH ST NE, Washington, DC, 20002",Match,Exact,"614 11th St NE, WASHINGTON, DC, 20002","-76.99155,38.897614",76229979,L
635,"614 4TH ST NE, Washington, DC, 20002",Match,Exact,"614 4th St NE, WASHINGTON, DC, 20002","-77.00059,38.897617",76229832,L
636,"614 MADISON ST NW, Washington, DC, 20011",Match,Exact,"614 Madison St NW, WASHINGTON, DC, 20011","-77.021965,38.958515",76223353,L
637,"614 ROXBORO PL NW, Washington, DC, 20011",Match,Exact,"614 Roxboro Pl NW, WASHINGTON, DC, 20011","-77.02135,38.96553",76221993,L
638,"615 11TH ST NE, Washington, DC, 20002",Match,Exact,"615 11th St NE, WASHINGTON, DC, 20002","-76.99151,38.897614",76229979,R
639,"615 GRESHAM PL NW, Washington, DC, 20001",Match,Exact,"615 Gresham Pl NW, WASHINGTON, DC, 20001","-77.021935,38.926865",76224203,R
640,"615 QUINTANA PL NW, Washington, DC, 20011",Match,Exact,"615 Quintana Pl NW, WASHINGTON, DC, 20011","-77.02135,38.964375",76221980,R
641,"615 ROCK CREEK CHURCH RD NW, Washington, DC, 20010",Match,Exact,"615 Rock Creek Church Rd NW, WASHINGTON, DC, 20010","-77.0206,38.93714",76239142,R
642,"617 POWHATAN PL NW, Washington, DC, 20011",Match,Exact,"617 Powhatan Pl NW, WASHINGTON, DC, 20011","-77.02137,38.96325",76223354,R
643,"619 IRVING ST NW, Washington, DC, 20010",Match,Exact,"619 Irving St NW, WASHINGTON, DC, 20010","-77.02172,38.9291",632575817,R
644,"621 HAMILTON ST NW, Washington, DC, 20011",Match,Exact,"621 Hamilton St NW, WASHINGTON, DC, 20011","-77.02117,38.953106",76223413,R
645,"622 9TH ST NE, Washington, DC, 20002",Match,Exact,"622 9th St NE, WASHINGTON, DC, 20002","-76.99378,38.89773",76229972,L
646,"6227 4TH ST NW, Washington, DC, 20011",Match,Exact,"6227 4th St NW, WASHINGTON, DC, 20011","-77.01801,38.965294",76222001,R
647,"626 FRANKLIN ST NE, Washington, DC, 20017",Match,Exact,"626 Franklin St NE, WASHINGTON, DC, 20017","-76.99779,38.925594",76228521,L
648,"628 MILWAUKEE PL SE, Washington, DC, 20032",Match,Exact,"628 Milwaukee Pl SE, WASHINGTON, DC, 20032","-76.996956,38.84808",76232312,L
649,"63 NEW YORK AVE NW, Washington, DC, 20001",Match,Exact,"63 New York Ave NW, WASHINGTON, DC, 20001","-77.01108,38.90666",76243037,R
650,"630 CHAPLIN ST SE, Washington, DC, 20019",Match,Exact,"630 Chaplin St SE, WASHINGTON, DC, 20019","-76.94051,38.8807",76233692,L
651,"630 QUEBEC PL NW, Washington, DC, 20010",Match,Exact,"630 Quebec Pl NW, WASHINGTON, DC, 20010","-77.02099,38.936356",76224153,L
652,"6305 KANSAS AVE NE, Washington, DC, 20011",Match,Exact,"6305 Kansas Ave NE, WASHINGTON, DC, 20011","-77.007614,38.96649",76222134,R
653,"6306 7TH ST NW, Washington, DC, 20011",Match,Exact,"6306 7th St NW, WASHINGTON, DC, 20011","-77.02247,38.96623",76221971,L
654,"632 I ST NE, Washington, DC, 20002",Match,Exact,"632 I St NE, WASHINGTON, DC, 20002","-76.997665,38.90134",76229767,L
655,"635 20TH ST NE, Washington, DC, 20002",Match,Exact,"635 20th St NE, WASHINGTON, DC, 20002","-76.975975,38.89695",76231329,R
656,"635 ATLANTIC ST SE, Washington, DC, 20032",Match,Exact,"635 Atlantic St SE, WASHINGTON, DC, 20032","-76.99743,38.83094",76232642,R
657,"635 CONSTITUTION AVE NE, Washington, DC, 20002",Match,Exact,"635 Constitution Ave NE, WASHINGTON, DC, 20002","-76.99763,38.892002",76230002,R
658,"635 POWHATAN PL NW, Washington, DC, 20011",Match,Exact,"635 Powhatan Pl NW, WASHINGTON, DC, 20011","-77.021576,38.96325",76223354,R
659,"639 INGRAHAM ST NW, Washington, DC, 20011",Match,Exact,"639 Ingraham St NW, WASHINGTON, DC, 20011","-77.02143,38.954273",76223404,R
660,"640 CHESAPEAKE ST SE, Washington, DC, 20032",Match,Exact,"640 Chesapeake St SE, WASHINGTON, DC, 20032","-76.99762,38.829216",76232634,L
661,"6400 9TH ST NW, Washington, DC, 20012",Match,Exact,"6400 9th St NW, WASHINGTON, DC, 20012","-77.025986,38.96732",76221870,L
662,"6407 9TH ST NW, Washington, DC, 20012",Match,Exact,"6407 9th St NW, WASHINGTON, DC, 20012","-77.02595,38.967537",76221870,R
663,"6409 16TH ST NW, Washington, DC, 20012",Match,Exact,"6409 16th St NW, WASHINGTON, DC, 20012","-77.03636,38.968414",76221622,R
664,"6409 7TH ST NW, Washington, DC, 20012",Match,Exact,"6409 7th St NW, WASHINGTON, DC, 20012","-77.02243,38.967514",76221960,R
665,"641 GALLATIN ST NW, Washington, DC, 20011",Match,Exact,"641 Gallatin St NW, WASHINGTON, DC, 20011","-77.02135,38.952053",76223397,R
666,"641 GALLATIN ST NW, Washington, DC, 20011",Match,Exact,"641 Gallatin St NW, WASHINGTON, DC, 20011","-77.02135,38.952053",76223397,R
667,"649 20TH ST NE, Washington, DC, 20002",Match,Exact,"649 20th St NE, WASHINGTON, DC, 20002","-76.975945,38.89705",76231329,R
668,"650 MADISON ST NE, Washington, DC, 20011",Match,Exact,"650 Madison St NE, WASHINGTON, DC, 20011","-76.99787,38.957817",76228030,L
669,"6501 3RD ST NW, Washington, DC, 20012",Match,Exact,"6501 3rd St NW, WASHINGTON, DC, 20012","-77.01615,38.968693",76222052,R
670,"6516 EASTERN AVE NE, Washington, DC, 20012",No_Match,,,-77.0094507,38.9691092,
671,"6522 7TH ST NW, Washington, DC, 20012",Match,Exact,"6522 7th St NW, WASHINGTON, DC, 20012","-77.02247,38.96896",76221956,L
672,"653 HAMILTON ST NW, Washington, DC, 20011",Match,Exact,"653 Hamilton St NW, WASHINGTON, DC, 20011","-77.02153,38.953094",76223413,R
673,"660 G ST NE, Washington, DC, 20002",Match,Exact,"660 G St NE, WASHINGTON, DC, 20002","-76.99708,38.898922",76229938,L
674,"662 BRANDYWINE ST SE, Washington, DC, 20032",Match,Exact,"662 Brandywine St SE, WASHINGTON, DC, 20032","-76.9974,38.830097",76232612,L
675,"6625 HARLAN PL NW, Washington, DC, 20012",Match,Exact,"6625 Harlan Pl NW, WASHINGTON, DC, 20012","-77.01049,38.97042",76222103,R
676,"6713 13TH PL NW, Washington, DC, 20012",Match,Exact,"6713 13th Pl NW, WASHINGTON, DC, 20012","-77.02846,38.971233",76221789,R
677,"6725 PINEY BRANCH RD NW, Washington, DC, 20012",Match,Exact,"6725 Piney Branch Rd NW, WASHINGTON, DC, 20012","-77.02408,38.9717",76221819,R
678,"6725 PINEY BRANCH RD NW, Washington, DC, 20012",Match,Exact,"6725 Piney Branch Rd NW, WASHINGTON, DC, 20012","-77.02408,38.9717",76221819,R
679,"6729 PINEY BRANCH RD NW, Washington, DC, 20012",Match,Exact,"6729 Piney Branch Rd NW, WASHINGTON, DC, 20012","-77.024055,38.971733",76221819,R
680,"6901 32ND ST NW, Washington, DC, 20015",Match,Exact,"6901 32nd St NW, WASHINGTON, DC, 20015","-77.05607,38.980522",76219255,R
681,"704 K ST NE, Washington, DC, 20002",Match,Exact,"704 K St NE, WASHINGTON, DC, 20002","-76.996,38.902527",76229769,L
682,"708 EMERSON ST NE, Washington, DC, 20017",Match,Exact,"708 Emerson St NE, WASHINGTON, DC, 20017","-76.99635,38.950058",76228160,L
683,"709 SHERIDAN ST NW, Washington, DC, 20011",Match,Exact,"709 Sheridan St NW, WASHINGTON, DC, 20011","-77.02267,38.96615",76221896,R
684,"709 TUCKERMAN ST NW, Washington, DC, 20011",Match,Exact,"709 Tuckerman St NW, WASHINGTON, DC, 20011","-77.022804,38.9673",632575933,R
685,"711 32ND ST SE, Washington, DC, 20019",Match,Exact,"711 32nd St SE, WASHINGTON, DC, 20019","-76.96147,38.880005",76231909,R
686,"711 KEARNY ST NE, Washington, DC, 20017",Match,Non_Exact,"711 Kearney St NE, WASHINGTON, DC, 20017","-76.996,38.93039",76228507,R
687,"7110 ALASKA AVE NW, Washington, DC, 20012",Match,Exact,"7110 Alaska Ave NW, WASHINGTON, DC, 20012","-77.03469,38.97641",76221547,L
688,"7121 GEORGIA AVE NW, Washington, DC, 20012",Match,Exact,"7121 Georgia Ave NW, WASHINGTON, DC, 20012","-77.0266,38.976154",76221739,R
689,"7125 7TH ST NW, Washington, DC, 20012",Match,Exact,"7125 7th St NW, WASHINGTON, DC, 20012","-77.02293,38.97668",76221760,R
690,"715 SOMERSET PL NW, Washington, DC, 20011",Match,Exact,"715 Somerset Pl NW, WASHINGTON, DC, 20011","-77.02276,38.966724",76221894,R
691,"716 DECATUR ST NW, Washington, DC, 20011",Match,Exact,"716 Decatur St NW, WASHINGTON, DC, 20011","-77.02267,38.948364",76223486,L
692,"717 GIRARD ST NW, Washington, DC, 20001",Match,Exact,"717 Girard St NW, WASHINGTON, DC, 20001","-77.0231,38.92613",76224195,R
693,"717 TEWKESBURY PL NW, Washington, DC, 20012",Match,Exact,"717 Tewkesbury Pl NW, WASHINGTON, DC, 20012","-77.0228,38.96795",76221879,R
694,"718 55TH ST NE, Washington, DC, 20019",Match,Exact,"718 55th St NE, WASHINGTON, DC, 20019","-76.92191,38.89914",76234001,L
695,"718 HAMILTON ST NW, Washington, DC, 20011",Match,Exact,"718 Hamilton St NW, WASHINGTON, DC, 20011","-77.02252,38.953037",76223393,L
696,"718 ROXBORO PL NW, Washington, DC, 20011",Match,Exact,"718 Roxboro Pl NW, WASHINGTON, DC, 20011","-77.02283,38.965534",76221898,L
697,"719 MADISON ST NW, Washington, DC, 20011",Match,Exact,"719 Madison St NW, WASHINGTON, DC, 20011","-77.02292,38.958515",76223339,R
698,"719 SOMERSET PL NW, Washington, DC, 20011",Match,Exact,"719 Somerset Pl NW, WASHINGTON, DC, 20011","-77.02283,38.966724",76221894,R
699,"720 KENTUCKY AVE SE, Washington, DC, 20003",Match,Exact,"720 Kentucky Ave SE, WASHINGTON, DC, 20003","-76.98295,38.881042",76230958,L
700,"720 SHERIDAN ST NW, Washington, DC, 20011",Match,Exact,"720 Sheridan St NW, WASHINGTON, DC, 20011","-77.02286,38.966118",76221896,L
701,"723 MASSACHUSETTS AVE NE, Washington, DC, 20002",Match,Exact,"723 Massachusetts Ave NE, WASHINGTON, DC, 20002","-76.995514,38.891937",76230007,R
702,"728 19TH ST NE, Washington, DC, 20002",Match,Exact,"728 19th St NE, WASHINGTON, DC, 20002","-76.97664,38.89839",76231322,L
703,"728 FARRAGUT ST NW, Washington, DC, 20011",Match,Exact,"728 Farragut St NW, WASHINGTON, DC, 20011","-77.02304,38.950905",76223551,L
704,"733 FARRAGUT ST NW, Washington, DC, 20011",Match,Exact,"733 Farragut St NW, WASHINGTON, DC, 20011","-77.02365,38.950912",76223551,R
705,"733 HAMILTON ST NW, Washington, DC, 20011",Match,Exact,"733 Hamilton St NW, WASHINGTON, DC, 20011","-77.02275,38.95306",76223393,R
706,"735 NICHOLSON ST NE, Washington, DC, 20011",Match,Exact,"735 Nicholson St NE, WASHINGTON, DC, 20011","-76.99556,38.958126",76228076,R
707,"737 HILLTOP TER SE, Washington, DC, 20019",Match,Exact,"737 Hilltop Ter SE, WASHINGTON, DC, 20019","-76.9422,38.88003",76233683,R
708,"738 FARRAGUT ST NW, Washington, DC, 20011",Match,Exact,"738 Farragut St NW, WASHINGTON, DC, 20011","-77.02314,38.950905",76223551,L
709,"741 CONGRESS ST SE, Washington, DC, 20032",Match,Exact,"741 Congress St SE, WASHINGTON, DC, 20032","-76.995445,38.839928",76232371,R
710,"743 JEFFERSON ST NE, Washington, DC, 20011",Match,Exact,"743 Jefferson St NE, WASHINGTON, DC, 20011","-76.99399,38.956352",76228099,R
711,"743 MADISON ST NW, Washington, DC, 20011",Match,Exact,"743 Madison St NW, WASHINGTON, DC, 20011","-77.023384,38.958504",76223264,R
712,"75 OBSERVATORY CIR NW, Washington, DC, 20008",Match,Exact,"75 Observatory Cir NW, WASHINGTON, DC, 20008","-77.069824,38.923332",76244610,L
713,"751 PRINCETON PL NW, Washington, DC, 20010",Match,Exact,"751 Princeton Pl NW, WASHINGTON, DC, 20010","-77.022675,38.935413",76224134,R
714,"7518 EASTERN AVE NW, Washington, DC, 20012",Match,Exact,"7518 Eastern Ave NW, WASHINGTON, DC, 20012","-77.0234,38.982018",62068651,L
715,"755 NICHOLSON ST NE, Washington, DC, 20011",Match,Exact,"755 Nicholson St NE, WASHINGTON, DC, 20011","-76.995186,38.958008",76228076,R
716,"756 HOBART PL NW, Washington, DC, 20001",Match,Exact,"756 Hobart Pl NW, WASHINGTON, DC, 20001","-77.02393,38.92752",76224187,L
717,"762 MORTON ST NW, Washington, DC, 20010",Match,Exact,"762 Morton St NW, WASHINGTON, DC, 20010","-77.024376,38.931957",76224086,L
718,"77 V ST NW, Washington, DC, 20001",Match,Exact,"77 V St NW, WASHINGTON, DC, 20001","-77.0114,38.91812",632575763,R
719,"8 ADAMS ST NW, Washington, DC, 20001",Match,Exact,"8 Adams St NW, WASHINGTON, DC, 20001","-77.00938,38.92022",76224586,L
720,"804 I ST NE, Washington, DC, 20002",Match,Exact,"804 I St NE, WASHINGTON, DC, 20002","-76.99486,38.90134",76229774,L
721,"808 MARIETTA PL NW, Washington, DC, 20011",Match,Exact,"808 Marietta Pl NW, WASHINGTON, DC, 20011","-77.02438,38.959206",76223253,L
722,"809 48TH PL NE, Washington, DC, 20019",Match,Exact,"809 48th Pl NE, WASHINGTON, DC, 20019","-76.93269,38.89994",76233374,R
