ID,Address,Match,Match Detail,AddMatch,LongLat,N,LR
7459,"712 13TH ST NE, Washington, DC, 20002",Match,Exact,"712 13th St NE, WASHINGTON, DC, 20002","-76.98833,38.899437",76230166,L
7470,"713 8TH ST NE, Washington, DC, 20002",Match,Exact,"713 8th St NE, WASHINGTON, DC, 20002","-76.99494,38.899117",76229779,R
7477,"714 RHODE ISLAND AVE NW, Washington, DC, 20001",Match,Exact,"714 Rhode Island Ave NW, WASHINGTON, DC, 20001","-77.022095,38.91224",76224425,L
7484,"715 K ST NE, Washington, DC, 20002",Match,Exact,"715 K St NE, WASHINGTON, DC, 20002","-76.99564,38.9025",76229769,R
7497,"717 HOBART PL NW, Washington, DC, 20001",Match,Exact,"717 Hobart Pl NW, WASHINGTON, DC, 20001","-77.02339,38.927597",76224187,R
7509,"718 RHODE ISLAND AVE NW, Washington, DC, 20001",Match,Exact,"718 Rhode Island Ave NW, WASHINGTON, DC, 20001","-77.02213,38.912228",76224425,L
7520,"720 F ST NE, Washington, DC, 20002",Match,Exact,"720 F St NE, WASHINGTON, DC, 20002","-76.99589,38.897346",76229949,L
7530,"721 QUINCY ST NW, Washington, DC, 20011",Match,Exact,"721 Quincy St NW, WASHINGTON, DC, 20011","-77.02181,38.937702",76224128,R
7537,"722 4TH ST SE, Washington, DC, 20003",Match,Exact,"722 4th St SE, WASHINGTON, DC, 20003","-77.000565,38.88062",76237529,L
7544,"7225 WESTERN AVE NW, Washington, DC, 20015",Match,Exact,"7225 Western Ave NW, WASHINGTON, DC, 20015","-77.05621,38.98381",62067061,R
7552,"724 QUEBEC PL NW, Washington, DC, 20010",Match,Exact,"724 Quebec Pl NW, WASHINGTON, DC, 20010","-77.02206,38.936157",76224132,L
7559,"725 3RD ST NE, Washington, DC, 20002",Match,Exact,"725 3rd St NE, WASHINGTON, DC, 20002","-77.00202,38.89926",76229707,R
7566,"726 CONGRESS ST SE, Washington, DC, 20032",Match,Exact,"726 Congress St SE, WASHINGTON, DC, 20032","-76.9958,38.839737",76232371,L
7574,"727 QUEBEC PL NW, Washington, DC, 20010",Match,Exact,"727 Quebec Pl NW, WASHINGTON, DC, 20010","-77.02212,38.936172",76224132,R
7585,"73 TUCKERMAN ST NW, Washington, DC, 20011",Match,Exact,"73 Tuckerman St NW, WASHINGTON, DC, 20011","-77.010254,38.967358",632601317,R
7593,"731 5TH ST NE, Washington, DC, 20002",Match,Exact,"731 5th St NE, WASHINGTON, DC, 20002","-76.99949,38.899334",76229731,R
7604,"733 PRINCETON PL NW, Washington, DC, 20010",Match,Exact,"733 Princeton Pl NW, WASHINGTON, DC, 20010","-77.02218,38.935482",76224134,R
7612,"736 HOBART PL NW, Washington, DC, 20001",Match,Exact,"736 Hobart Pl NW, WASHINGTON, DC, 20001","-77.02366,38.927544",76224187,L
7623,"7404 8TH ST NW, Washington, DC, 20012",Match,Exact,"7404 8th St NW, WASHINGTON, DC, 20012","-77.024475,38.97957",76221721,L
7635,"7433 BLAIR RD NW, Washington, DC, 20012",Match,Exact,"7433 Blair Rd NW, WASHINGTON, DC, 20012","-77.02243,38.980576",76234992,R
7642,"747 HARVARD ST NW, Washington, DC, 20001",Match,Exact,"747 Harvard St NW, WASHINGTON, DC, 20001","-77.023506,38.92709",76224190,R
7650,"751 NEWTON PL NW, Washington, DC, 20010",Match,Exact,"751 Newton Pl NW, WASHINGTON, DC, 20010","-77.024605,38.933586",76224081,R
7661,"753 HOBART PL NW, Washington, DC, 20001",Match,Exact,"753 Hobart Pl NW, WASHINGTON, DC, 20001","-77.02388,38.92755",76224187,R
7672,"758 MORTON ST NW, Washington, DC, 20010",Match,Exact,"758 Morton St NW, WASHINGTON, DC, 20010","-77.02434,38.93196",76224086,L
7679,"7615 14TH ST NW, Washington, DC, 20012",Match,Exact,"7615 14th St NW, WASHINGTON, DC, 20012","-77.033394,38.98245",76221507,R
7688,"764 IRVING ST NW, Washington, DC, 20010",Match,Exact,"764 Irving St NW, WASHINGTON, DC, 20010","-77.02394,38.929016",635190462,L
7695,"77 UNDERWOOD PL NW, Washington, DC, 20012",Match,Exact,"77 Underwood Pl NW, WASHINGTON, DC, 20012","-77.011086,38.969112",76222085,R
7704,"773 COLUMBIA RD NW, Washington, DC, 20001",Match,Exact,"773 Columbia Rd NW, WASHINGTON, DC, 20001","-77.02422,38.928013",76224184,R
7711,"776 CONGRESS ST SE, Washington, DC, 20032",Match,Exact,"776 Congress St SE, WASHINGTON, DC, 20032","-76.99444,38.840336",76232371,L
7718,"7819 13TH ST NW, Washington, DC, 20012",Match,Exact,"7819 13th St NW, WASHINGTON, DC, 20012","-77.02966,38.98509",76221660,R
7725,"7924 ORCHID ST NW, Washington, DC, 20012",Match,Exact,"7924 Orchid St NW, WASHINGTON, DC, 20012","-77.03902,38.98783",76221472,L
7733,"800 3RD ST SE, Washington, DC, 20003",Match,Exact,"800 3rd St SE, WASHINGTON, DC, 20003","-77.00203,38.880154",76230562,L
7741,"801 GALLATIN ST NE, Washington, DC, 20017",No_Match,,,"38.9521592,-76.995981",,
7749,"805 44TH ST NE, Washington, DC, 20019",Match,Exact,"805 44th St NE, WASHINGTON, DC, 20019","-76.93917,38.900887",76235672,R
7756,"806 FERN PL NW, Washington, DC, 20012",Match,Exact,"806 Fern Pl NW, WASHINGTON, DC, 20012","-77.02461,38.97829",76221729,L
7763,"808 CONSTITUTION AVE NE, Washington, DC, 20002",Match,Exact,"808 Constitution Ave NE, WASHINGTON, DC, 20002","-76.99481,38.89203",76230010,L
7773,"809 BUTTERNUT ST NW, Washington, DC, 20012",Match,Exact,"809 Butternut St NW, WASHINGTON, DC, 20012","-77.024605,38.973625",76221809,R
7782,"810 52ND ST NE, Washington, DC, 20019",Match,Exact,"810 52nd St NE, WASHINGTON, DC, 20019","-76.92661,38.90008",76233971,L
7793,"811 MARIETTA PL NW, Washington, DC, 20011",Match,Exact,"811 Marietta Pl NW, WASHINGTON, DC, 20011","-77.02442,38.959232",76223253,R
7801,"813 18TH ST NE, Washington, DC, 20002",Match,Exact,"813 18th St NE, WASHINGTON, DC, 20002","-76.97747,38.90041",76231255,R
7808,"8132 WEST BEACH DR NW, Washington, DC, 20012",Match,Exact,"8132 W Beach Dr NW, WASHINGTON, DC, 20012","-77.04427,38.989265",76221317,L
7818,"816 12TH ST NE, Washington, DC, 20002",Match,Exact,"816 12th St NE, WASHINGTON, DC, 20002","-76.99026,38.900734",76230142,L
7827,"817 VARNUM ST NW, Washington, DC, 20011",Match,Exact,"817 Varnum St NW, WASHINGTON, DC, 20011","-77.02374,38.94301",76223631,R
7836,"819 6TH ST SW, Washington, DC, 20024",Match,Exact,"819 6th St SW, WASHINGTON, DC, 20024","-77.01992,38.88001",76226994,R
7848,"820 UNDERWOOD ST NW, Washington, DC, 20012",Match,Exact,"820 Underwood St NW, WASHINGTON, DC, 20012","-77.02459,38.96862",76221869,L
7858,"822 K ST NE, Washington, DC, 20002",Match,Exact,"822 K St NE, WASHINGTON, DC, 20002","-76.99466,38.902527",76229796,L
7865,"823 TEWKESBURY PL NW, Washington, DC, 20012",Match,Exact,"823 Tewkesbury Pl NW, WASHINGTON, DC, 20012","-77.02465,38.967945",76221871,R
7873,"825 8TH ST NE, Washington, DC, 20002",Match,Exact,"825 8th St NE, WASHINGTON, DC, 20002","-76.99494,38.90051",76229773,R
7883,"828 BUCHANAN ST NE, Washington, DC, 20017",Match,Exact,"828 Buchanan St NE, WASHINGTON, DC, 20017","-76.994545,38.94629",76228187,L
7895,"830 MISSOURI AVE NW, Washington, DC, 20011",Match,Exact,"830 Missouri Ave NW, WASHINGTON, DC, 20011","-77.025185,38.960033",76237735,L
7912,"833 52ND ST NE, Washington, DC, 20019",Match,Exact,"833 52nd St NE, WASHINGTON, DC, 20019","-76.92616,38.900394",76233971,R
7925,"837 LONGFELLOW ST NW, Washington, DC, 20011",Match,Exact,"837 Longfellow St NW, WASHINGTON, DC, 20011","-77.02474,38.95739",76223265,R
7934,"841 XENIA ST SE, Washington, DC, 20032",Match,Exact,"841 Xenia St SE, WASHINGTON, DC, 20032","-76.993454,38.833008",76232674,R
7947,"857 VAN BUREN ST NW, Washington, DC, 20012",Match,Exact,"857 Van Buren St NW, WASHINGTON, DC, 20012","-77.02586,38.96994",76221835,R
7957,"900 13TH ST NE, Washington, DC, 20002",Match,Exact,"900 13th St NE, WASHINGTON, DC, 20002","-76.98833,38.901352",76230153,L
7964,"902 JEFFERSON ST NW, Washington, DC, 20011",Match,Exact,"902 Jefferson St NW, WASHINGTON, DC, 20011","-77.02577,38.955193",76223279,L
7975,"904 EMERSON ST NW, Washington, DC, 20011",Match,Exact,"904 Emerson St NW, WASHINGTON, DC, 20011","-77.0256,38.94976",76223448,L
7985,"906 13TH ST SE, Washington, DC, 20003",Match,Exact,"906 13th St SE, WASHINGTON, DC, 20003","-76.9883,38.879105",76230918,L
7994,"908 52ND ST NE, Washington, DC, 20019",Match,Exact,"908 52nd St NE, WASHINGTON, DC, 20019","-76.92548,38.90228",76233967,L
8001,"911 G ST SE, Washington, DC, 20003",Match,Exact,"911 G St SE, WASHINGTON, DC, 20003","-76.9936,38.88126",76230706,R
8008,"913 12TH ST NE, Washington, DC, 20002",Match,Exact,"913 12th St NE, WASHINGTON, DC, 20002","-76.99023,38.901638",76230129,R
8017,"915 6TH ST NE, Washington, DC, 20002",Match,Exact,"915 6th St NE, WASHINGTON, DC, 20002","-76.99843,38.90154",76229737,R
8025,"917 HAMLIN ST NE, Washington, DC, 20017",Match,Exact,"917 Hamlin St NE, WASHINGTON, DC, 20017","-76.99343,38.927452",76228546,R
8035,"919 G ST SE, Washington, DC, 20003",Match,Exact,"919 G St SE, WASHINGTON, DC, 20003","-76.99352,38.881256",76230706,R
8042,"920 44TH ST NE, Washington, DC, 20019",Match,Exact,"920 44th St NE, WASHINGTON, DC, 20019","-76.9392,38.901794",76233264,L
8049,"921 9TH ST NE, Washington, DC, 20002",Match,Exact,"921 9th St NE, WASHINGTON, DC, 20002","-76.99374,38.901604",76229797,R
8056,"923 12TH ST NE, Washington, DC, 20002",Match,Exact,"923 12th St NE, WASHINGTON, DC, 20002","-76.99023,38.901855",76230129,R
8063,"925 12TH ST NE, Washington, DC, 20002",Match,Exact,"925 12th St NE, WASHINGTON, DC, 20002","-76.99023,38.9019",76230129,R
8070,"928 MADISON ST NW, Washington, DC, 20011",Match,Exact,"928 Madison St NW, WASHINGTON, DC, 20011","-77.02659,38.95838",76223238,L
8078,"931 7TH ST NE, Washington, DC, 20002",Match,Exact,"931 7th St NE, WASHINGTON, DC, 20002","-76.99615,38.901714",76229766,R
8085,"941 S ST NW, Washington, DC, 20001",Match,Exact,"941 S St NW, WASHINGTON, DC, 20001","-77.02481,38.914104",76224359,R
8092,"960 SHEPHERD ST NW, Washington, DC, 20011",Match,Exact,"960 Shepherd St NW, WASHINGTON, DC, 20011","-77.02555,38.939728",76223545,L
